Prj_Code,SiteCode,SiteName,PropertyName,RefugeCode,Ownership,Region,City,County,State,PrimaryContact,SecondContact,PhoneNumber,Latitude,Longitude,Elevation,Class,Longevity,Origin
1,D10LV,D10,Los Vaqueros,LV,Contra Costa Water District,,San Ramon,Contra Costa,CA,Jeff Alvarez,,9164410322,37.841595,-121.704602,80,Pond,Temporary,Artificial
1,D1LV,D1,Los Vaqueros,LV,Contra Costa Water District,,San Ramon,Contra Costa,CA,Jeff Alvarez,,9164410322,37.848416,-121.691219,70,Pond,Permanent,Artificial
1,D2LV,D2,Los Vaqueros,LV,Contra Costa Water District,,San Ramon,Contra Costa,CA,Jeff Alvarez,,9164410322,37.84377,-121.70338,71,Pond,Permanent,Artificial
3,D6-02,D6-02,,,OSMP,,Boulder,Boulder,CO,OSMP,,,40.06388,-105.19772,1587,Ditch,Temporary,Artificial
3,Dawson,Dawson Butte Ranch,,,Douglas County Open Space,,,Douglas,CO,Douglas County Open Space,,,39.28391,-104.9348,2010,Pond,Permanent,Artificial
,DERSH,Dersh Pond,,,,,,,CA,,,,,,,,,
1,DFlatGCP,Dutch Flat,Joseph Grant County Park,GCP,Santa Clara County Parks,,Alum Rock,Santa Clara,CA,Mike Maximovich,,4082626980,37.30856,-121.715817,579,Pond,Permanent,Artificial
1,DFPND001,DFPND001,Diablo Foothills Regional Park,DF,East Bay Regional Park District,,Alamo,Contra Costa,CA,Sharon Saffas,,9259458244,37.878408,-121.996422,216,Pond,Permanent,Artificial
1,DFPND009,DFPND009 Hazard Pond,Diablo Foothills Regional Park,DF,East Bay Regional Park District,,Alamo,Contra Costa,CA,Sharon Saffas,,9259458244,37.872504,-122.011572,126,Pond,Semi-permanent,Artificial
1,DGNFLY,Dragonfly,Henry Coe State Park,HC,California State Parks,,Gilroy,Santa Clara,CA,Tim Reilly,,8316239456,37.13874,-121.37502,277,Pond,Temporary,Artificial
1,DH1,Dublin Hills #1,Dublin Hills Regional Park,DH,East Bay Regional Park District,,Dublin,Alameda,CA,Steve Quick,,9259311335,37.707494,-121.96992,274,Pond,Temporary,Artificial
1,DH2,Dublin Hills #2,Dublin Hills Regional Park,DH,East Bay Regional Park District,,Dublin,Alameda,CA,Steve Quick,,9259311335,37.707182,-121.96884,271,Pond,Temporary,Artificial
1,DH3,Dublin Hills #3,Dublin Hills Regional Park,DH,East Bay Regional Park District,,Dublin,Alameda,CA,Steve Quick,,9259311335,37.713237,-121.97549,261,Pond,Temporary,Artificial
,DM07,Near Summit Lake,Lassen Volcanic National Park Near Summit Lake,LNF,National Park Service,,Chester,Shasta,CA,,,,40.495829,-121.425551,2039,Pond,Permanent,Natural
3,DontSho,Don’t Shoot Pond,,,Private,,,Jefferson,CO,Private,,,39.9103,-105.25443,1860,Pond,Temporary,Artificial
3,Donut,Donut Pond,,,Private,,Superior,Broomfield,CO,Private,,,39.94072,-105.15761,1693,Pond,Permanent,Artificial
1,Dowdy,Dowdy,Henry Coe State Park,HC,California State Parks,,Gilroy,Santa Clara,CA,Tim Reilly,,8316239456,37.112586,-121.355927,493,Pond,Permanent,Artificial
1,DR02,DR02,Driscoll Ranch - La Honda Creek Regional Open Space,DR,Midpeninsula Regional Open Space District,,La Honda,San Mateo,CA,Julie Andersen,,6506911200,37.334949,-122.275175,256,Pond,Permanent,Artificial
1,DR03,DR03,Driscoll Ranch - La honda Creek Open Space Preserve,DR,Midpeninsula Regional Open Space District,,La Honda,San Mateo,CA,Julie Andersen,,6506911200,37.32689597,-122.2772755,191,Pond,Permanent,Artificial
1,DR04,DR04,Driscoll Ranch - La Honda Creek Regional Open Space,DR,Midpeninsula Regional Open Space District,,La Honda,San Mateo,CA,Julie Andersen,,6506911200,37.343307,-122.283436,326,Pond,Permanent,Artificial
1,DR05,DR05,Driscoll Ranch - La Honda Creek Regional Open Space,DR,Midpeninsula Regional Open Space District,,La Honda,San Mateo,CA,Julie Andersen,,6506911200,37.336642,-122.28731,250,Pond,Permanent,Artificial
1,DR08,DR08,Driscoll Ranch - La Honda Creek Regional Open Space,DR,Midpeninsula Regional Open Space District,,La Honda,San Mateo,CA,Julie Andersen,,6506911200,37.34963,-122.29857,322,Pond,Temporary,Artificial
1,DR09,DR09,Driscoll Ranch - La Honda Creek Regional Open Space,DR,Midpeninsula Regional Open Space District,,La Honda,San Mateo,CA,Julie Andersen,,6506911200,37.35241,-122.29612,365,Pond,Permanent,Artificial
1,DR10,DR10,Driscoll Ranch - La Honda Creek Regional Open Space,DR,Midpeninsula Regional Open Space District,,La Honda,San Mateo,CA,Julie Andersen,,6506911200,37.35283671,-122.305352,276,Pond,Permanent,Artificial
1,DR12,DR12,Driscoll Ranch - La Honda Creek Regional Open Space,DR,Midpeninsula Regional Open Space District,,La Honda,San Mateo,CA,Julie Andersen,,6506911200,37.34793768,-122.3096743,218,Pond,Permanent,Artificial
1,DR14,DR14,Driscoll Ranch - La Honda Creek Regional Open Space,DR,Midpeninsula Regional Open Space District,,La Honda,San Mateo,CA,Julie Andersen,,6506911200,37.34492722,-122.3040777,289,Pond,Permanent,Artificial
1,DR15,DR15,Driscoll Ranch - La Honda Creek Regional Open Space,DR,Midpeninsula Regional Open Space District,,La Honda,San Mateo,CA,Julie Andersen,,6506911200,37.34302731,-122.3041695,278,Pond,Permanent,Artificial
1,DR17,DR17,Driscoll Ranch - La Honda Creek Regional Open Space,DR,Midpeninsula Regional Open Space District,,La Honda,San Mateo,CA,Julie Andersen,,6506911200,37.33970591,-122.3073835,331,Pond,Permanent,Artificial
1,DR19,DR19 Upper Turtle,Driscoll Ranch - La Honda Creek Regional Open Space,DR,Midpeninsula Regional Open Space District,,La Honda,San Mateo,CA,Julie Andersen,,6506911200,37.32885,-122.286028,194,Pond,Permanent,Artificial
1,DR20,DR20 Lower Turtle,Driscoll Ranch - La Honda Creek Regional Open Space,DR,Midpeninsula Regional Open Space District,,La Honda,San Mateo,CA,Julie Andersen,,6506911200,37.327422,-122.28715,185,Pond,Permanent,Artificial
1,DrLdPR,Drug Lord,Palassou Ridge Open Space,PR,Santa Clara County Open Space,,San Jose,Santa Clara,CA,Patrick Congdon,,4082247476,37.096982,-121.510877,674,Pond,Permanent,Artificial
1,DRVL,Deer Valley,Joseph Grant County Park,GCP,Santa Clara County Parks,,Alum Rock,Santa Clara,CA,,,,37.359786,-121.698716,735,Pond,Semi-permanent,Natural
1,DVPND?,DVPND?,Del Valle Regional Park,DVL,East Bay Regional Park District,,Livermore,Alameda,CA,Michelle Miller,,5105443141,37.59233,-121.69008,291,Pond,Permanent,Artificial
1,DVPND001,DVPND001,Del Valle Regional Park,DVL,East Bay Regional Park District,,Livermore,Alameda,CA,Michelle Miller,,5105443141,37.584037,-121.681211,245,Pond,Semi-permanent,Artificial
1,DVPND002,DVPND002,Del Valle Regional Park,DVL,East Bay Regional Park District,,Livermore,Alameda,CA,Michelle Miller,,5105443141,37.583451,-121.684008,230,Pond,Permanent,Artificial
1,DVPND003,DVPND003,Del Valle Regional Park,DVL,East Bay Regional Park District,,Livermore,Alameda,CA,Michelle Miller,,5105443141,37.584052,-121.68586,225,Pond,Permanent,Artificial
1,DVPND004,DVPND004,Del Valle Regional Park,DVL,East Bay Regional Park District,,Livermore,Alameda,CA,Michelle Miller,,5105443141,37.586818,-121.682878,246,Pond,Semi-permanent,Artificial
1,DVPND006,DVPND006,Del Valle Regional Park,DVL,East Bay Regional Park District,,Livermore,Alameda,CA,Michelle Miller,,5105443141,37.593758,-121.704266,285,Pond,Temporary,Artificial
1,DVPND008,DVPND008,Del Valle Regional Park,DVL,East Bay Regional Park District,,Livermore,Alameda,CA,Michelle Miller,,5105443141,37.597922,-121.703851,299,Pond,Semi-permanent,Artificial
1,DVPND011,DVPND011,Del Valle Regional Park,DVL,East Bay Regional Park District,,Livermore,Alameda,CA,Michelle Miller,,5105443141,37.593575,-121.690249,301,Pond,Permanent,Artificial
1,DVPND013,DVPND013,Del Valle Regional Park,DVL,East Bay Regional Park District,,Livermore,Alameda,CA,Michelle Miller,,5105443141,37.595262,-121.690284,315,Pond,Temporary,Artificial
1,DVPND017,DVPND017,Del Valle Regional Park,DVL,East Bay Regional Park District,,Livermore,Alameda,CA,Michelle Miller,,5105443141,37.593534,-121.706862,259,Pond,Semi-permanent,Artificial
1,DVPND021,DVPND021,Del Valle Regional Park,DVL,East Bay Regional Park District,,Livermore,Alameda,CA,Michelle Miller,,5105443141,37.593493,-121.701365,275,Pond,Semi-permanent,Artificial
1,DVPND022,DVPND022,Del Valle Regional Park,DVL,East Bay Regional Park District,,Livermore,Alameda,CA,Michelle Miller,,5105443141,37.595709,-121.686752,302,Pond,Semi-permanent,Artificial
1,E1LV,E1,Los Vaqueros,LV,Contra Costa Water District,,San Ramon,Contra Costa,CA,Jeff Alvarez,,9164410322,37.83764904,-121.6944787,65,Pond,Permanent,Artificial
1,E3LV,E3,Los Vaqueros,LV,Contra Costa Water District,,San Ramon,Contra Costa,CA,Jeff Alvarez,,9164410322,37.83302,-121.69619,97,Pond,Permanent,Artificial
1,E4LV,E4,Los Vaqueros,LV,Contra Costa Water District,,San Ramon,Contra Costa,CA,Jeff Alvarez,,9164410322,37.83161,-121.69132,82,Pond,Permanent,Artificial
1,EAGLEGCP,Eagle Lake,Joseph Grant County Park,GCP,Santa Clara County Parks,,Alum Rock,Santa Clara,CA,Mike Maximovich,,4082626980,37.30824,-121.67817,634,Pond,Permanent,Artificial
,EASTTWIN,EASTTWIN,BLUEHOLE,,,,,,,,,,,,,,,
3,Eggl3,Eggleston #3,,,OSMP,,Boulder,Boulder,CO,OSMP,,,39.92734,-105.20765,1755,Pond,Semi-permanent,Artificial
3,Eggl4,Eggleston 4,,,"OSMP, private",,Boulder,Boulder,CO,"OSMP, private",,,39.93517,-105.22258,1791,Lake,Permanent,Artificial
,ELA01,Bootleg Reservoir,Lassen National Forest Eagle Lake Area,LNF,National Forrest Service,,Halls Flat,Shasta,CA,,,,40.754661,-121.30613,1695,Pond,Permanent,Artificial
,ELA02,Ballard Reservoir,Lassen National Forest Eagle Lake Area,LNF,National Forrest Service,,Halls Flat,Shasta,CA,,,,40.745889,-121.291641,1710,Pond,Permanent,Natural
,ELA03,Dug Out,Lassen National Forest Eagle Lake Area,LNF,National Forrest Service,,Halls Flat,Shasta,CA,,,,40.73084,-121.29219,1721,Pond,Temporary,Artificial
,ELA04,Swains Hole,Lassen National Forest Eagle Lake Area,LNF,National Forrest Service,,Halls Flat,Shasta,CA,,,,40.68062,-121.27102,1621,Pond,Permanent,Natural
,ELA05,Poison Lake,Lassen National Forest Eagle Lake Area,LNF,National Forrest Service,,Halls Flat,Shasta,CA,,,,40.663218,-121.208337,1698,Wetland,Semi-permanent,Natural
3,ELKH,Elk Head Reservoir Overflow,,,,,Craig,,CO,,,,40.563739,-107.373565,1947,Lake,Temporary,Artificial
,ELSPRO,Ellicott prospect,Ellicott Slough National Wildlife Refuge,ELS,Ca Fish and game,8,Santa cruz,Santa Cruz County,CA,,,,36.92305,-121.838333,45,Pond,Temporary,Artificial
,ELSPROSP,Ellicot Slough Prospect Pond,Ellicott Slough National Wildlife Refuge,ELS,,8,Santa Cruz,Santa Cruz County,CA,,,,36.92305,-121.838333,,,,
3,Ertl2,Ertl Pond 2,Ertl Conservation Easement,,OSMP,,Boulder,Boulder,CO,OSMP,,,40.04646,-105.15538,1558,Lake,Permanent,Natural
3,Ertl3,Ertl Pond 3,Ertl Conservation Easement,,OSMP,,Boulder,Boulder,CO,OSMP,,,40.04473,-105.15701,1559,Pond,Permanent,Natural
3,Ertl4,Ertl Pond 4,Ertl Conservation Easement,,OSMP,,Boulder,Boulder,CO,OSMP,,,40.04527,-105.15462,1553,Pond,Permanent,Natural
3,Ertl8,Ertl Pond 8,Ertl Conservation Easement,,OSMP,,Boulder,Boulder,CO,OSMP,,,40.04686,-105.14997,1556,Pond,Permanent,Artificial
3,ErtlWM,ERTL - Wetland Marsh,ERTl Conservation Easement,,OSMP,,Boulder,Boulder,CO,OSMP,,,40.04521,-105.15311,1555,Wetland,Temporary,Natural
3,F4-01,F4-01,,,OSMP,,Boulder,Boulder,CO,OSMP,,,40.03132,-105.23883,1613,Ditch,Temporary,Artificial
1,F5LV,F5,Los Vaqueros,LV,Contra Costa Water District,,San Ramon,Contra Costa,CA,Jeff Alvarez,,9164410322,37.80452,-121.71156,249,Pond,Permanent,Artificial
1,F6LV,F6,Los Vaqueros,LV,Contra Costa Water District,,San Ramon,Contra Costa,CA,Jeff Alvarez,,9164410322,37.80153,-121.71608,205,Pond,Permanent,Artificial
1,F8LV,F8,Los Vaqueros,LV,Contra Costa Water District,,San Ramon,Contra Costa,CA,Jeff Alvarez,,9164410322,37.80135,-121.73163,173,Pond,Permanent,Artificial
1,F9LV,F9,Los Vaqueros,LV,Contra Costa Water District,,San Ramon,Contra Costa,CA,Jeff Alvarez,,9164410322,37.799933,-121.721743,238,Pond,Permanent,Artificial
,FANOCREK,Fanocreek,,,,,Beaverton,Washington,OR,,,,45.466865,-122.790213,,,,
,FFNA,Foster Floodplain,Foster Floodplain Natural Area,,,,,,OR,Laura Guderyahn,,,45.473417,-122.54899,,,,
1,FigCR,Figeroa,Calero Reservoir County Park,CR,Santa Clara County Parks,,San Jose,Santa Clara,CA,Calero Park Office,,4082683883,37.171842,-121.761911,159,Pond,Permanent,Artificial
3,Film,Film Pond,,,Private,,Denver,Jefferson,CO,Private,,,39.57171,-105.11561,1757,Pond,Permanent,Artificial
2,FishCamp,Fish Camp Pond,Calero Reservoir County Park,CR,Santa Clara County Parks,,San Jose,Santa Clara,CA,Calero Park Office,,4082683883,37.165959,-121.780824,252,Pond,Permanent,Artificial
,FLA75,No Coffee,Lassen National Forest Fleischmann Lake Area,LNF,National Forest Service,,Chester,Plumas,CA,,,,40.39679,-121.30508,1633,Pond,Semi-permanent,Natural
,FLA76,Cameron Meadows,Lassen National Forest Fleischmann Lake Area,LNF,National Forest Service,,Chester,Plumas,CA,,,,40.38075,-121.2989,1626,Lake,Permanent,Artificial
5,FL-LWD05,LWD05,Lake Woodruff National Wildlife Refuge,LWD,,4,,,FL,,,,29.03522,-81.36997,,,,
5,FL-SMK,SMK,St. Marks National Wildlife Refuge,SMK,,4,,,FL,,,,,,,,,
5,FL-SMK03,SMK03,St. Marks National Wildlife Refuge,SMK,,4,,,FL,,,,30.00946,-84.41889,,,,
5,FL-SMK04,SMK04,St. Marks National Wildlife Refuge,SMK,,4,,,FL,,,,30.057627,-84.427868,,,,
1,FROG,Frog,Silver Oaks Ostrich Farm,SO,Private,,Gilroy,Santa Clara,CA,,,,37.085614,-121.739561,294,Pond,Permanent,Artificial
1,G2LV,G2,Los Vaqueros,LV,Contra Costa Water District,,San Ramon,Contra Costa,CA,Jeff Alvarez,,9164410322,37.791316,-121.726755,288,Pond,Temporary,Artificial
1,G3LV,G3,Los Vaqueros,LV,Contra Costa Water District,,San Ramon,Contra Costa,CA,Jeff Alvarez,,9164410322,37.77664,-121.730694,259,Pond,Permanent,Artificial
3,G5-06,G5-06,,,OSMP,,Boulder,Boulder,CO,OSMP,,,40.02439,-105.21499,1591,Ditch,Temporary,Artificial
1,G5LV,G5,Los Vaqueros,LV,Contra Costa Water District,,San Ramon,Contra Costa,CA,Jeff Alvarez,,9164410322,37.77731,-121.72082,277,Pond,Permanent,Artificial
1,G7LV,G7,Los Vaqueros,LV,Contra Costa Water District,,San Ramon,Contra Costa,CA,Jeff Alvarez,,9164410322,37.77664,-121.732367,239,Pond,Permanent,Artificial
5,GA-SAV06,SAV06,SAVANNAH NATIONAL WILDLIFE REFUGE,SAV,,4,,,GA,,,,32.160194,-81.15006,,,,
5,GA-SAV07,SAV07,SAVANNAH NATIONAL WILDLIFE REFUGE,SAV,,4,,,GA,,,,32.1935,-81.08175,,,,
2,GDLP,Guadalupe Pond,Almaden Quicksilver,AQS,Santa Clara County Parks,,San Jose,Santa Clara,CA,,,,37.19739,-121.87159,232,Pond,Temporary,Artificial
1,GDPND001,GDPND001,Garin/Dry Creek Pioneer Regional Park,GD,East Bay Regional Park District,,Union City,Alameda,CA,Ron Mueller,,5105822206,37.609228,-122.012123,52,Pond,Permanent,Artificial
1,GDPND002,GDPND002,Garin/Dry Creek Pioneer Regional Park,GD,East Bay Regional Park District,,Union City,Alameda,CA,Ron Mueller,,5105822206,37.613654,-121.988937,292,Pond,Semi-permanent,Artificial
1,GDPND004,GDPND004,Garin/Dry Creek Pioneer Regional Park,GD,East Bay Regional Park District,,Union City,Alameda,CA,Ron Mueller,,5105822206,37.611846,-122.004401,160,Pond,Permanent,Artificial
1,GDPND005,GDPND005,Garin/Dry Creek Pioneer Regional Park,GD,East Bay Regional Park District,,Union City,Alameda,CA,Ron Mueller,,5105822206,37.622541,-122.000243,314,Pond,Permanent,Artificial
1,GDPND006,GDPND006,Garin/Dry Creek Pioneer Regional Park,GD,East Bay Regional Park District,,Union City,Alameda,CA,Ron Mueller,,5105822206,37.624493,-122.004644,322,Pond,Permanent,Artificial
1,GDPND008,GDPND008,Garin/Dry Creek Pioneer Regional Park,GD,East Bay Regional Park District,,Union City,Alameda,CA,Ron Mueller,,5105822206,37.642965,-122.04048,209,Pond,Semi-permanent,Artificial
1,GDPND009,GDPND009,Garin/Dry Creek Pioneer Regional Park,GD,East Bay Regional Park District,,Union City,Alameda,CA,Ron Mueller,,5105822206,37.635227,-122.024623,125,Pond,Temporary,Natural
1,GDPND010,Jordan Pond,Garin/Dry Creek Pioneer Regional Park,GD,East Bay Regional Park District,,Union City,Alameda,CA,Ron Mueller,,5105822206,37.624696,-122.027212,100,Pond,Permanent,Artificial
1,GDPND013,GDPND013,Garin/Dry Creek Pioneer Regional Park,GD,East Bay Regional Park District,,Union City,Alameda,CA,Ron Mueller,,5105822206,37.61872,-121.999159,255,Pond,Temporary,Artificial
1,GDPND014,GDPND014,Garin/Dry Creek Pioneer Regional Park,GD,East Bay Regional Park District,,Union City,Alameda,CA,Ron Mueller,,5105822206,37.629083,-122.011868,276,Pond,Semi-permanent,Artificial
1,GDPND015,GDPND015,Garin/Dry Creek Pioneer Regional Park,GD,East Bay Regional Park District,,Union City,Alameda,CA,Ron Mueller,,5105822206,37.616342,-122.006985,131,Pond,Temporary,Artificial
3,Glendale,Glendale Farm,,,Douglas County Open Space,,Castlerock,Douglas,CO,Douglas County Open Space,,,39.48723,-104.86887,1923,Pond,Temporary,Natural
1,GLORGCP,Glorious,Joseph Grant County Park,GCP,Santa Clara County Parks,,Alum Rock,Santa Clara,CA,,,,37.32029,-121.67296,679,Pond,Permanent,Artificial
,GOLLUM,GOLLUM,BLUEHOLE,,,,,,,,,,,,,,,
1,GRAMPBOR,Gramps,Blue Oaks Ranch Reserve,BOR,UC-Berkeley,,Alum Rock,Santa Clara,CA,Mike Hamilton,Jeff Wilcox,4247045908,37.375156,-121.72784,559,Pond,Permanent,Artificial
1,GRNRCO,Green,Rancho Canada Del Oro Open Space,RCO,Santa Clara County Open Space Authority,,San Jose,Santa Clara,CA,Patrick Congdon,,4082247476,37.133109,-121.778178,259,Lake,Permanent,Artificial
1,H1BLV,H1B,Los Vaqueros,LV,Contra Costa Water District,,San Ramon,Contra Costa,CA,Jeff Alvarez,,9164410322,37.780497,-121.762277,409,Pond,Semi-permanent,Artificial
1,H1LV,H1,Los Vaqueros,LV,Contra Costa Water District,,San Ramon,Contra Costa,CA,Jeff Alvarez,,9164410322,37.78009,-121.76174,404,Pond,Permanent,Artificial
3,H5-01,H5-01,,,OSMP,,Boulder,Boulder,CO,OSMP,,,40.00026,-105.2191,1610,Wetland,Temporary,Natural
3,Hasapo,Hair Salon Pond,,,,,,,CO,,,,,,,Pond,Permanent,Artificial
1,HDNCRN,Hidden,Carnegie State Vehicular Recreational Area,CRN,California State Parks,,Livermore,Alameda,CA,Clint Eisholz,,9254557873,37.617439,-121.590578,591,Pond,Permanent,Artificial
1,HERONGCP,Heron,Joseph Grant County Park,GCP,Santa Clara County Parks,,Alum Rock,Santa Clara,CA,,,,37.341255,-121.736408,123,Pond,Permanent,Artificial
1,HIDDEN,Hidden,Silver Oaks Ostrich Farm,SO,Private,,Gilroy,Santa Clara,CA,,,,37.089006,-121.739668,261,Pond,Permanent,Artificial
3,Higel1,Higel SWA #1,Higel SWA,,CDOW,,Alamosa,Alamosa,CO,Kirk Navo,,7195876906,37.56171,-105.99002,2316,Pond,Permanent,Artificial
3,Higel2,Higel SWA #2,Higel SWA,,CDOW,,Alamosa,Alamosa,CO,Kirk Navo,,7195876906,37.56165,-105.99023,2316,Pond,Permanent,Artificial
3,Higel3,Higel SWA #3,Higel SWA,,CDOW,,Alamosa,Alamosa,CO,Kirk Navo,,7195876906,37.56136,-105.99014,2316,Pond,Permanent,Artificial
,HMA01,Big Hay Meadow,Lassen National Forest Hay Meadow Area,LNF,National Forest Service,,Susanville,Plumas,CA,,,,40.429815,-121.181765,1932,Lake,Permanent,Natural
,HMA02,Little Hay,Lassen National Forest Hay Meadow Area,LNF,National Forest Service,,Susanville,Plumas,CA,,,,40.437008,-121.19176,1972,Lake,Permanent,Natural
1,HMDSP,Hidden MDSP,Mount Diablo State Park,MDS,California State Parks,,Diablo,Contra Costa,CA,Roland Gaebert,Cyndy Schafer,9256732895,37.862093,-121.910357,98,Pond,Permanent,Natural
3,Horse,Horse Pond,,,Private,,Boulder,Boulder,CO,Private,,,39.94675,-105.24154,1701,Pond,Semi-permanent,Artificial
1,HouseCL,House,Coyote Lake County Park,CL,Santa Clara County Parks,,San Martin,Santa Clara,CA,Coyote Lake Office,,4088427800,37.110613,-121.56893,244,Pond,Permanent,Artificial
3,humic,Humic Pond,,,private,,Boulder,Boulder,CO,private,,,39.94329,-105.24242,1718,Pond,Permanent,Artificial
1,HYFLDCL,Hayfield,Coyote Lake County Park,CL,Santa Clara County Parks,,San Martin,Santa Clara,CA,Coyote Lake Office,,4088427800,37.104009,-121.573902,134,Pond,Permanent,Natural
1,I10LV,I10,Los Vaqueros,LV,Contra Costa Water District,,San Ramon,Contra Costa,CA,Jeff Alvarez,,9164410322,37.78861,-121.75909,375,Pond,Permanent,Artificial
1,I2LV,I2,Los Vaqueros,LV,Contra Costa Water District,,San Ramon,Contra Costa,CA,Jeff Alvarez,,9164410322,37.81709,-121.78767,600,Pond,Permanent,Artificial
1,I4LV,I4,Los Vaqueros,LV,Contra Costa Water District,,San Ramon,Contra Costa,CA,Jeff Alvarez,,9164410322,37.813755,-121.77356,588,Pond,Permanent,Artificial
3,I5-03,I5-03,,,OSMP,,Boulder,Boulder,CO,OSMP,,,39.99092,-105.21936,1630,Pond,Temporary,Natural
3,I5-09,I5-09,,,OSMP,,Boulder,Boulder,Co,OSMP,,,39.99928,-105.21311,1619,Wetland,Temporary,Natural
3,I5-24,I5-24,,,OSMP,,Boulder,Boulder,CO,OSMP,,,39.98647,-105.2204,1628,Pond,Temporary,Artificial
1,I8LV,I8,Los Vaqueros,LV,Contra Costa Water District,,San Ramon,Contra Costa,CA,Jeff Alvarez,,9164410322,37.804953,-121.769689,346,Pond,Permanent,Artificial
5,IA-UNS02,Pool A,Union Slough National Wildlife Refuge,UNS,,3,,,IA,,,,43.23317,-94.1606,,,,
5,IA-UPM01,Frenchtown,Upper Mississippi River NF&WR,UPM,,3,,,IA,,,,42.84701,-91.10682,,,,
8,IA-WLC,"Welch Lake Complex, Okoboji",,suth/lan,,,,,IA,,,,,,,,,
9,ID-CASSW,Cassies Watering,,,,,,,ID,,,,,,,,,
9,ID-GBH,GBH Marsh,,,,,,,ID,,,,39.960109,-105.237766,,,,
9,ID-LOWP,Lower Pond,,,,,,,ID,,,,,,,,,
5,ID-MD17C,MND17C,Minidoka National Wildlife Refuge,MND,,1,,,ID,,,,42.68804,-113.40794,,,,
5,ID-MND17,Blue Lake Cove,Minidoka National Wildlife Refuge,MND,,1,,,ID,,,,42.68804,-113.40794,,,,
9,ID-UPP,Upper Pond,,,,,,,ID,,,,,,,,,
5,IL-CRO02,CRO02,Crab Orchard National Wildlife Refuge,CRO,,3,,,IL,,,,37.66875,-89.06694,,,,
5,IL-CRO05,SR148 ditchd,Crab Orchard National Wildlife Refuge,CRO,,3,,,IL,,,,37.67746,-89.02221,,,,
5,IL-CRO07,CRO07,Crab Orchard National Wildlife Refuge,CRO,,3,,,IL,,,,37.66484,-89.03919,,,,
5,IL-CRO09,CRO09,Crab Orchard National Wildlife Refuge,CRO,,3,,,IL,,,,37.68994,-88.9899,,,,
5,IL-TRW01,Office MSU,Two Rivers National Wildlife Refuge,TRW,,3,,,IL,,,,38.93897,-90.54198,,,,
1,ImScdPR,I'm Scared,Palassou Ridge Open Space,PR,Santa Clara County Open Space,,San Jose,Santa Clara,CA,Patrick Congdon,,4082247476,37.1083,-121.519928,772,Pond,Permanent,Artificial
5,IN-BOK01,Area 61 Pond,Big Oaks National Wildlife Refuge,BO,,3,,,IN,,,,38.86238,-85.37971,,,,
5,IN-BOK02,BOK02,Big Oaks National Wildlife Refuge,BO,,3,,,IN,,,,38.87683,-85.45331,,,,
5,IN-BOK03,Old Chimney Pt.,Big Oaks National Wildlife Refuge,BO,,3,,,IN,,,,38.83303,-85.4163,,,,
5,IN-BOKKA,Karns Pond,Big Oaks National Wildlife Refuge,BO,,3,,,IN,,,,38.92489,-85.36524,274,,Temporary,
5,IN-EXPDI,Experimental Ditch,Big Oaks National Wildlife Refuge,BO,,3,,,IN,,,,38.855583,-85.40393995,1266,,,
5,IN-MSC01,Sand Pond,Muscatatuck National Wildlife Refuge,MSC,,3,,,IN,,,,38.94637,-85.8238,,,,
5,IN-MSC02,DEMO POND,Muscatatuck National Wildlife Refuge,MSC,,3,,,IN,,,,38.941064,-85.797666,,,,
5,IN-PTK01,Parke West,Patoka River National Wildlife Refuge,PTK,,3,,,IN,,,,38.34274,-87.32466,,,,
5,IN-PTK02,Cane Ridge,Patoka River National Wildlife Refuge,PTK,,3,,,IN,,,,38.32699,-87.77017,,,,
5,IN-PTK03,Branum,Patoka River National Wildlife Refuge,PTK,,3,,,IN,,,,38.37001,-87.1545,,,,
1,J3LV,J3,Los Vaqueros,LV,Contra Costa Water District,,San Ramon,Contra Costa,CA,Jeff Alvarez,,9164410322,37.817837,-121.773873,555,Pond,Permanent,Artificial
3,J4-02,J4-02,,,OSMP,,Boulder,Boulder,CO,OSMP,,,39.98302,-105.22881,1637,Wetland,Temporary,Artificial
3,Jewel,Jewel Mountain Lake,,,OSMP,,,Jefferson,CO,OSMP,,,39.88659,-105.24816,1918,Lake,Permanent,Artificial
3,Jump,Jumping Leopards Pond,,,Private,,Boulder,Boulder,CO,Private,,,40.03138,-105.15445,1571,Lake,Permanent,Artificial
,JUNCBOR,JunctionBorr,Blue Oaks Ranch Reserve,BOR,,,,Santa Clara,CA,,,,37.375763,-121.724651,,,Temporary,
1,KAMM,Kammerer,Joseph Grant County Park,GCP,Santa Clara County Parks,,Alum Rock,Santa Clara,CA,,,,37.363084,-121.731918,198,Pond,Permanent,Artificial
1,KIDNGCP,Kidney,Joseph Grant County Park,GCP,Santa Clara County Parks,,Alum Rock,Santa Clara,CA,,,,37.318752,-121.670827,696,Pond,Temporary,Artificial
5,KS-MRS01,Gatlin Marsh,Marais des Cygnes National Wildlife Refuge,MRS,,6,,,KS,,,,38.299722,-94.868611,,,,
5,KS-MRS02,Murray South,Marais des Cygnes National Wildlife Refuge,MRS,,6,,,KS,,,,38.492778,-94.738333,,,,
3,Lake1,Lake Gulch Pond1,,,Douglas County Open Space,,,Douglas,CO,Douglas County Open Space,,,39.24155,-104.81537,2097,Pond,Temporary,Artificial
,LA-WMA,WMA,Atchafalaya Basin,ATB,,,Sherburne,,LA,Brad Glorioso,,,30.424973,-91.664653,6,Pond,,
