TransAnimCode,TransCode,AnimalID,MalCode,MalDesc,SppCode_OLD,SppCode,Updated_Spp,MalNumber
PRPND009_20170628_FT01-4,CA-MUD65_20100610_FT01,4,GEN,extremely thin left hind limb,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-40,CA-MUD65_20100610_FT01,5,el,2 extra legs,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-40,CA-MUD65_20100610_FT01,6,SWLHL,left leg slight webbing,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-40,CA-MUD65_20100610_FT01,7,BTLHL,2 bony triangle left leg,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-40,CA-MUD65_20100610_FT01,7,ERHL,extra right leg,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-40,CA-MUD65_20100610_FT01,8,ehl,extra hind limb,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-40,CA-MUD65_20100610_FT01,9,GEN,skin tag,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-41,CA-MUD65_20100714_FT01,1,GEN,extra hind limb,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-41,CA-MUD65_20100714_FT01,10,bp,bony projection right leg,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-42,CA-MUD65_20100714_FT01,11,erhlEXTRA RIGHT LEG,,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-42,CA-MUD65_20100714_FT01,12,ELHL,extra left leg,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-42,CA-MUD65_20100714_FT01,13,bp,bony projection,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-43,CA-MUD65_20100714_FT01,14,GEN,2 extra limbs,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-43,CA-MUD65_20100714_FT01,15,BTLHL,bony triangle left leg,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-44,CA-MUD65_20100714_FT01,16,GEN,right leg skin tag,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-44,CA-MUD65_20100714_FT01,17,ERHL,extra right leg,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-45,CA-MUD65_20100714_FT01,18,ERHL,EXRA RIGHT LEG,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-46,CA-MUD65_20100714_FT01,19,GEN,twisted and small right leg,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-46,CA-MUD65_20100714_FT01,2,ERHL,EXTRA RIGHT LEG,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-47,CA-MUD65_20100714_FT01,2,SWRHL,right leg skin webbing,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-47,CA-MUD65_20100714_FT01,20,ELHL,extra left lef with bony triangle,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-47,CA-MUD65_20100714_FT01,21,BPLHL,bony projection left leg,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-48,CA-MUD65_20100714_FT01,22,ELHL,2 extra left legs with skin tag,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-49,CA-MUD65_20100714_FT01,22,SWLHL,left leg skin webbing,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-49,CA-MUD65_20100714_FT01,23,BPLHL,left leg bony protrusion,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-49,CA-MUD65_20100714_FT01,24,MRHL,missing right leg,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-5,CA-MUD65_20100714_FT01,25,BTRHL,bony triangle right leg,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-5,CA-MUD65_20100714_FT01,26,GEN,totally deformed leg (missing + extra?),PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-50,CA-MUD65_20100714_FT01,27,ERHF,extra right foot + bony triangle,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-51,CA-MUD65_20100714_FT01,28,ELHL,extra left leg,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-51,CA-MUD65_20100714_FT01,3,ERHL,extra right leg,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-51,CA-MUD65_20100714_FT01,4,GEN,deformed right foot ( toes fused),PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-52,CA-MUD65_20100714_FT01,5,MRHL,missing right leg,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-53,CA-MUD65_20100714_FT01,6,ERHL,extra right leg,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-53,CA-MUD65_20100714_FT01,7,GEN,missing right foot and the leg is thinner than normal,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-53,CA-MUD65_20100714_FT01,8,MRHL,missing right leg,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-54,CA-MUD65_20100714_FT01,9,SWLHL,skin webbing left leg,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-55,CA-MUD65_20100714_FT01,9,SWRHL,skin webbing right leg,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-55,CA-MUD65_20110714_ft01,1,INJRFL,missing flesh and muscle below knee,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-56,CA-MUD65_20110714_ft01,2,MRHL,,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-57,CA-MUD65_20110714_ft01,3,INJLFL,,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-57,CA-MUD65_20110714_ft03,16,SWLHL,moderate,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-58,CA-MUD65_20110714_ft03,16,SWRHL,moderate,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-59,CA-MUD65_20110714_ft03,21,ERHL,,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-59,CA-MUD65_20110714_ft03,24,SW,moderate,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-6,CA-MUD65_20110714_ft03,26,EFL,extra projection on forelimbs,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-60,CA-MUD65_20110714_ft03,31,MLHL,,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-60,CA-MUD65_20110714_ft03,38,MLHL,,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-60,CA-MUD65_20130730_FT01,1,SWRHL,severe,RADR,RADR,TRUE,1
PRPND009_20170628_FT01-60,CA-MUD65_20130730_FT01,2,BTLHL,,RADR,RADR,TRUE,1
PRPND009_20170628_FT01-61,CA-MUD65_20130730_FT01,3,RLHL,,RADR,RADR,TRUE,1
PRPND009_20170628_FT01-61,CA-MUD65_20130730_FT01,4,SWLHL,,RADR,RADR,TRUE,1
PRPND009_20170628_FT01-62,CA-MUD65_20130730_FT01,5,BTLHL,,RADR,RADR,TRUE,1
PRPND009_20170628_FT01-62,CA-MUD65_20130730_FT01,6,SWLHL,,RADR,RADR,TRUE,1
PRPND009_20170628_FT01-63,CA-MUD65_20130730_FT01,7,BTRHL,2,RADR,RADR,TRUE,1
PRPND009_20170628_FT01-64,CA-MUD65_20130730_FT02,1,BPLHL,,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-64,CA-MUD65_20130730_FT02,1,ELHL,,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-64,CA-MUD65_20130730_FT02,1,ERHL,,PSRE,PSRE,TRUE,1
CA-MUD65_20130730_FT02-1,CA-MUD65_20130730_FT02,1,MRHL,Ectromelia,,PSRE,TRUE,1
PRPND009_20170628_FT01-65,CA-MUD65_TN4CA-MUD65_TN,1,MRFL,Ectromelia,,TAGR,TRUE,1
PRPND009_20170628_FT01-65,CA-MUD66_20090720_FT02,1,MLHF,missing left hint foot,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-66,CA-MUD66_20090720_FT04,1,MRHL,missing right hint limb from knee,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-66,CA-MUD66_20100607_FT01,1,erl,extra right limb,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-67,CA-MUD66_20100607_FT01,2,SWRHL,very slight skin web on right leg,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-68,CA-MUD66_20100607_FT01,3,BPRHL,bony projection on right leg,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-69,CA-MUD66_20100607_FT01,4,ehl,4 exra hint limbs,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-69,CA-MUD66_20100607_FT01,5,SWLHL,skin webbing on left leg,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-69,CA-MUD66_20100607_FT01,6,sw,skin webbing on both legs,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-69,CA-MUD66_20100607_FT01,7,SWRHL,skin webbing on right hint leg,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-69,CA-MUD66_20110714_FT03,1,MLHD,missing 3 digits,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-69,CA-MUD66_20110714_FT03,1,RLHL,,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-69,CA-MUD66_20110714_FT04,1,EPL,,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-7,CA-MUD66_20130730_FT01,1,GEN,foot in mouth,PSRE,PSRE,TRUE,1
CA-MUD66_20170705_FT01-1,CA-MUD66_20170705_FT01,1,MRHF,Apodia Right Hindlimbs,,PSRE,FALSE,1
CA-MUD66_20170705_FT01-2,CA-MUD66_20170705_FT01,2,MRFL,Ectromelia Right Forelimbs,,PSRE,FALSE,1
CA-MUD66_20160712_FT02-1,CA-MUD66_20160712_FT02,1,BTLHL,Taumelia,,PSRE,TRUE,1
PRPND009_20170628_FT01-71,CA-MUD67_20110801_FT01,1,MREYE,,PSRE,PSRE,TRUE,1
CA-MUD67_20160712_FT01-1,CA-MUD67_20160712_FT01,1,MRHL,Ectromelia,,PSRE,TRUE,1
PRPND009_20170628_FT01-71,CA-OH017_20090724_FT01,1,ERHL,extra right hind limb,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-71,CA-OH017_20090724_FT02,1,mLHL,missing left hind limb below knee,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-72,CA-OH017_20100609_ts01,1,BTLHL,,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-73,CA-OH017_20100715_Ft01,1,ELHL,extra left limb,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-73,CA-OH017_20100715_Ft01,2,ELHL,extra left limb,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-74,CA-OH017_20100715_Ft01,3,SWLHL,left hind limb webbing,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-74,CA-OH024_20100608_TS01,1,SWRHL,,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-74,CA-OH024_20100719_FT01,1,bp,bony projection from mergled foot ®,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-75,CA-OH024_20100719_FT01,2,MLHF,missing left foot,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-76,CA-OH024_20110807_FT01,1,MRFL,trauma,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-76,CA-OH024_20110807_FT03,1,MLHL,"starting at the knee, trauma",PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-76,CA-PIG_20090708_05,1,ELHL,2 extra LHL,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-77,CA-PIG_20090708_05,1,ERHL,1 extra RHL,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-77,CA-PIG_20090708_05,2,ELHL,1 extra LHL,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-77,CA-PIG_20090708_05,2,ERHL,1 extra RHL,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-78,CA-PIG_20090708_05,3,ELHL,1 extra LHL,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-78,CA-PIG_20090708_05,4,ELHL,2 extra LHL,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-79,CA-PIG_20090708_05,5,RHL,2 extra RHL fused together,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-79,CA-PIG_20090708_FT01,1,ERHL,two extra RHL fused,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-79,CA-PIG_20090708_FT01,2,ERHL,five extra RHL,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-8,CA-PIG_20090708_FT01,3,ELHL,3 extra LHL,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-80,CA-PIG_20090708_FT01,4,ELHL,2 extra LHL,PSRE,PSRE,TRUE,1
PRPND009_20170628_FT01-9,CA-PIG_20090708_FT01,5,ELHL,one extra LHL,PSRE,PSRE,TRUE,1
PRPND009_20160528_FT01-1,CA-PIG_20090708_FT01,6,TLHL,twisted LHL with bony triangle,PSRE,PSRE,TRUE,1
PRPND009_20170612_FT01-1,CA-PIG_20090708_FT01,7,BTLHL,bony triangle on LHL,PSRE,PSRE,TRUE,1
PRPND009_20170612_FT01-2,CA-PIG_20090708_FT01,7,ELHL,extra LHL fused to normal,PSRE,PSRE,TRUE,1
PRPND009_20170612_FT01-2,CA-PIG_20090708_FT01,8,GEN,small protrusion from pelvis,PSRE,PSRE,TRUE,1
PRPND009_20170612_FT01-3,CA-PIG_20090708_FT01,9,RHL,extra RHL,PSRE,PSRE,TRUE,1
PRPND009_20170612_FT01-3,CA-PIG_20090708_FT02,1,ERHL,2 extra RHL,PSRE,PSRE,TRUE,1
PRPND009_20170612_FT01-4,CA-PIG_20090708_FT02,10,ELHL,4 extra LHL,PSRE,PSRE,TRUE,1
PRPND009_20170612_FT01-4,CA-PIG_20090708_FT02,2,SWLHL,skin webbing on LHL,PSRE,PSRE,TRUE,1
PRPND009_20170612_FT01-5,CA-PIG_20090708_FT02,3,ELHL,2 extra LHL,PSRE,PSRE,TRUE,1
PRPND009_20170612_FT01-5,CA-PIG_20090708_FT02,4,GEN,intestine popped out of right site,PSRE,PSRE,TRUE,1
PRPND009_20170612_FT01-6,CA-PIG_20090708_FT02,5,ERHL,2 extra RHL,PSRE,PSRE,TRUE,1
PRPND009_20170612_FT01-7,CA-PIG_20090708_FT02,6,ERHL,1 extra RHL from knee,PSRE,PSRE,TRUE,1
PRPND009_20170612_FT01-8,CA-PIG_20090708_FT02,7,SWRHL,skin webbing on RHL,PSRE,PSRE,TRUE,1
PRPND009_20170612_FT03-1,CA-PIG_20090708_FT02,8,GEN,protrusion off right site pelvis,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-31,Frog_20110727_FT03,10,ELHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-31,Frog_20110727_FT03,11,ELHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-31,Frog_20110727_FT03,11,SWRHL,moderate,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-31,Frog_20110727_FT03,12,EPEL,right hind,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-32,Frog_20110727_FT03,13,EPEL,left hind,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-32,Frog_20110727_FT03,14,BTLHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-32,Frog_20110727_FT03,14,RLHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-33,Frog_20110727_FT03,2,SWLHL,severe,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-33,Frog_20110727_FT03,3,BPLHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-34,Frog_20110727_FT03,3,BTLHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-34,Frog_20110727_FT03,3,EPEL,left hind,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-34,Frog_20110727_FT03,4,ERHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-34,Frog_20110727_FT03,5,BTLHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-35,Frog_20110727_FT03,5,EPEL,life hind,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-35,Frog_20110727_FT03,6,BPLHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-35,Frog_20110727_FT03,7,ELHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-35,Frog_20110727_FT03,7,SWLHL,extra limb webbed to regular,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-35,Frog_20110727_FT03,8,ERHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-35,Frog_20110727_FT03,9,BTRHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-36,Frog_20110727_FT03,9,SWRHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-36,Frog_20110727_FT04,1,BTLHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-37,Frog_20110727_FT04,1,ELHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-37,Frog_20110727_FT04,1,SWLHL,Medium,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-38,Frog_20110727_FT04,10,ELHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-38,Frog_20110727_FT04,10,ERHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-38,Frog_20110727_FT04,11,BTLHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-39,Frog_20110727_FT04,2,BTRHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-39,Frog_20110727_FT04,2,ERHL,"2, webbed together",PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-39,Frog_20110727_FT04,2,SWRHL,moderate,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-39,Frog_20110727_FT04,3,BPLHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-4,Frog_20110727_FT04,4,BTLHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-4,Frog_20110727_FT04,4,ERHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-4,Frog_20110727_FT04,5,SW,moderate,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-40,Frog_20110727_FT04,6,SWLHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-40,Frog_20110727_FT04,7,SWLHL,moderate,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-41,Frog_20110727_FT04,8,ELHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-41,Frog_20110727_FT04,9,ELHL,2,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-41,Frog_20120725_FT01,1,ELHL,,BUBO,BUBO,TRUE,1
PRPND010_20170628_FT02-41,Frog_20120725_FT01,2,ERHF,,BUBO,BUBO,TRUE,1
PRPND010_20170628_FT02-42,Frog_20120725_FT01,3,ERHL,,BUBO,BUBO,TRUE,1
PRPND010_20170628_FT02-42,Frog_20120725_FT02,1,BTRHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-42,Frog_20120725_FT02,1,ERHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-42,Frog_20120725_FT02,2,ERHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-42,Frog_20120725_FT03,1,ELHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-42,Frog_20120725_FT03,1,ERHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-42,Frog_20120725_FT03,2,EPEL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-5,Frog_20130701_FT01,1,ERHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-5,Frog_20130701_FT01,10,SWLHL,mild,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-5,Frog_20130701_FT01,11,BTLHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-5,Frog_20130701_FT01,2,ELHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-5,Frog_20130701_FT01,2,ERHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-5,Frog_20130701_FT01,2,SW,severe,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-6,Frog_20130701_FT01,3,BT,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-6,Frog_20130701_FT01,3,ELHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-6,Frog_20130701_FT01,3,SW,Severe,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-6,Frog_20130701_FT01,4,SWLHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-7,Frog_20130701_FT01,5,BPLHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-7,Frog_20130701_FT01,5,BTRHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-7,Frog_20130701_FT01,6,BPLHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-8,Frog_20130701_FT01,7,GEN,trauma,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-8,Frog_20130701_FT01,8,ERHF,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-8,Frog_20130701_FT01,9,BTRHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-8,Frog_20130701_FT02,1,ERHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-86,Frog_20130701_FT02,2,BTLHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-86,Frog_20130701_FT02,3,ERHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-86,Frog_20130701_FT02,3,sw,mild,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-86,Frog_20130701_FT03,1,ELHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-86,Frog_20130701_FT03,1,ERHL,,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-86,Frog_20130701_FT03,1,SWRHL,mild,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-86,Frog_20130701_FT03,2,ELHL,2,PSRE,PSRE,TRUE,1
PRPND010_20170628_FT02-86,Frog_20130701_FT03,3,ELHL,,PSRE,PSRE,TRUE,1
Frog_20160718_FT01-1,Frog_20160718_FT01,1,BTLHL,Taumelia,,PSRE,TRUE,1
Frog_20160718_FT01-2,Frog_20160718_FT01,10,ERHL,Polymelia,,PSRE,TRUE,1
Frog_20160718_FT01-3,Frog_20160718_FT01,11,ERHL,Polymelia,,PSRE,TRUE,1
Frog_20160718_FT01-3,Frog_20160718_FT01,11,ERHF,Polypodia,,PSRE,TRUE,2
Frog_20160718_FT01-4,Frog_20160718_FT01,12,PHRHF,Phocomelia,,PSRE,TRUE,1
Frog_20160718_FT01-5,Frog_20160718_FT01,13,ERHL,Polymelia,,PSRE,TRUE,1
Frog_20160718_FT01-6,Frog_20160718_FT01,14,ERHL,Polymelia,,PSRE,TRUE,1
Frog_20160718_FT01-7,Frog_20160718_FT01,17,ELHL,Polymelia,,PSRE,TRUE,1
Frog_20160718_FT01-8,Frog_20160718_FT01,2,SYLHD,Syndactyly,,PSRE,TRUE,1
Frog_20160718_FT01-9,Frog_20160718_FT01,2,ERHL,Polymelia,,PSRE,TRUE,1
Frog_20160718_FT01-9,Frog_20160718_FT01,2,BTRHL,Taumelia,,PSRE,TRUE,2
Frog_20160718_FT01-9,Frog_20160718_FT01,2,ERHL,Polymelia,,PSRE,TRUE,3
Frog_20160718_FT01-9,Frog_20160718_FT01,2,SWLHL,Cutaneous fusion,,PSRE,TRUE,4
Frog_20160718_FT01-9,Frog_20160718_FT01,2,ELHL,Polymelia,,PSRE,TRUE,5
Frog_20160718_FT01-9,Frog_20160718_FT01,2,BTLHL,Taumelia,,PSRE,TRUE,6
Frog_20160718_FT01-9,Frog_20160718_FT01,2,SWLHL,Cutaneous fusion,,PSRE,TRUE,7
Frog_20160718_FT01-9,Frog_20160718_FT01,2,ELHF,Polypodia,,PSRE,TRUE,8
Frog_20160718_FT01-16,Frog_20160718_FT01,3,ERHL,Polymelia,,PSRE,TRUE,1
Frog_20160718_FT01-10,Frog_20160718_FT01,3,ELHL,Polymelia,,PSRE,TRUE,2
Frog_20160718_FT01-10,Frog_20160718_FT01,4,ERHL,Polymelia,,PSRE,TRUE,1
Frog_20160718_FT01-11,Frog_20160718_FT01,5,ELHL,Polymelia,,PSRE,TRUE,1
Frog_20160718_FT01-12,Frog_20160718_FT01,6,ELHL,Polymelia,,PSRE,TRUE,1
Frog_20160718_FT01-13,Frog_20160718_FT01,7,ELHL,Polymelia,,PSRE,TRUE,1
Frog_20160718_FT01-14,Frog_20160718_FT01,8,ERHL,Polymelia,,PSRE,TRUE,1
Frog_20160718_FT01-15,Frog_20160718_FT01,9,ELHL,Polymelia,,PSRE,TRUE,1
Frog_20170710_FT02-1,Frog_20170710_FT02,1,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,1
Frog_20170710_FT02-1,Frog_20170710_FT02,1,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,2
Frog_20170710_FT02-2,Frog_20170710_FT02,10,SWLHL,Cutaneous fusion Left Hindlimbs,,PSRE,FALSE,1
Frog_20170710_FT02-3,Frog_20170710_FT02,11,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,1
Frog_20170710_FT02-3,Frog_20170710_FT02,11,BPLHL,Ossified projection Left Hindlimbs,,PSRE,FALSE,2
Frog_20170710_FT02-4,Frog_20170710_FT02,12,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,1
Frog_20170710_FT02-5,Frog_20170710_FT02,2,ERHF,Polypodia Right Hindlimbs,,PSRE,FALSE,1
Frog_20170710_FT02-5,Frog_20170710_FT02,2,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,2
Frog_20170710_FT02-6,Frog_20170710_FT02,3,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,1
Frog_20170710_FT02-6,Frog_20170710_FT02,3,ERHF,Polypodia Right Hindlimbs,,PSRE,FALSE,2
Frog_20170710_FT02-7,Frog_20170710_FT02,4,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,1
Frog_20170710_FT02-7,Frog_20170710_FT02,4,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,2
Frog_20170710_FT02-8,Frog_20170710_FT02,5,ERHL,Polymelia Right Hindlimbs,,PSRE,FALSE,1
Frog_20170710_FT02-9,Frog_20170710_FT02,6,BPLHL,Ossified projection Left Hindlimbs,,PSRE,FALSE,1
Frog_20170710_FT02-9,Frog_20170710_FT02,6,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,2
Frog_20170710_FT02-10,Frog_20170710_FT02,7,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,1
Frog_20170710_FT02-10,Frog_20170710_FT02,7,RDRHL,Brachymelia Right Hindlimbs,,PSRE,FALSE,2
Frog_20170710_FT02-11,Frog_20170710_FT02,8,RDLHL,Brachymelia Left Hindlimbs,,PSRE,FALSE,1
Frog_20170710_FT02-12,Frog_20170710_FT02,9,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,1
Frog_20170710_FT03-1,Frog_20170710_FT03,10,ELHL,Polymelia Left Hindlimbs,,PSRE,FALSE,1
Frog_20170710_FT03-2,Frog_20170710_FT03,10,RDLHL,Brachymelia Left Hindlimbs,,PSRE,FALSE,2
Frog_20170710_FT03-3,Frog_20170710_FT03,10,BPLHL,Ossified projection Left Hindlimbs,,PSRE,FALSE,3
PRPND014_20170718_FT02-9,G3LV_20090722_FT05,1,BTLHL,bony triangle on LHL,RADR,RADR,TRUE,1
PRPND015_20140610_FT01-1,G5LV_20090716_FT01,1,BP,bony protuberance on pelvi,PSRE,PSRE,TRUE,1
PRPND015_20140610_FT01-1,G5LV_20090716_FT02,1,ELHL,extra left hint limb,UNKN,AMSP,TRUE,1
