AssmtCode,WaterTemp (C),Conductivity (uS/cm),TDS (g/l),Salinity,DO_Pct,DO (mg/l),pH,WaterColor,Turbidity,SecchiDepth (cm),NutrientSamples,TotalN (uMOLES/L),TotalP (uMOLES/L),WaterNotes,MeasDepth (m),DOC mg C/L,NH4+ (uEQ/L),DON (uM/L),PO4 3- (uEQ/L),IP (uM/L),DOP (uM/L),NO3-(uEQ/L),IN (uM/L)
CA-BN004_20150603,,,,,,,,,,,,,,,,,,,,,,,
CA-BN004_20150720,17.10000038,1100,773,533,,,7.050000191,Brown,,42.20000076,,,,,,,,,,,,,
CA-BN004_20150806,,,,,,,,,,,,,,,,,,,,,,,
CA-BN004_20160613,22.70000076,541,388,264,,,,"Brown, Light",1.190000057,43,,117.7699661,103.0679474,pH was entered as 3.02-- cant be right,,27.82453346,,,,,,,
CA-BN004_20160802,20.5,710,503,345,,,8.399999619,"Brown, Light",15.89999962,,,,,,,,,,,,,,
CA-BN004_20170613,21.10000038,235,169,114,,,7.820000172,Clear,1.879999995,60,,,,,2,,,,,,,,
CA-BN004_20170809,18.39999962,301,213,143,,,7.519999981,Clear,4.900000095,60,,,,,2,,,,,,,,
CA-BN004_20180522,13.89999962,334,237,156,,,7.349999905,Clear,2.289999962,120,,,,,,,,,,,,,
CA-BN004_20180619,18.79999924,345,240,160,,,7.300000191,Clear,3.690000057,90,,,,,,,,,,,,,
CA-BN004_20190619,17.10000038,320,225,152,,,8.5,Clear,3.529999971,60,,,,,,,,,,,,,
CA-BN004_20190710,17.60000038,324,231,153,,,8.079999924,Clear,1.950000048,52,,,,,,,,,,,,,
CA-BN016_20090608,18.72999954,593,0.437999994,0.330000013,86.5,7.929999828,7.369999886,Green,5.449999809,26.39999962,1,48.00865173,8.035772324,covert in algae and duck weed,,8.56099987,2.138886929,45.5,19.20999908,6.400000095,1.629999995,0.370000005,2.50999999
CA-BN016_20090723,19.87999916,625,0.448000014,0.340000004,20.20000076,1.74000001,8.289999962,Brown,,91,1,,,,,,,,,,,,
CA-BN016_20100812,16.45999908,484,0.372999996,0.280000001,6.699999809,0.689999998,7.460000038,Brown,,,,,,,,,,,,,,,
CA-BN016_20110623,19.70000076,634,0.458000004,0.340000004,49.20000076,4.510000229,8.579999924,Brown,5.769999981,51.5,1,25.99810982,1.364814997,,,4.407804012,0.469999999,,,,,,
CA-BN016_20110801,17.25,615,0.469000012,0.349999994,8.800000191,0.839999974,8.25,Clear,1.299999952,63,1,,,,,,,,,,,,
CA-BN016_20130704,16.92000008,595,0.458000004,0.349999994,18.39999962,1.769999981,7.260000229,Green,21.10000038,41.09999847,1,36.60805893,9.487217903,,,11.42444038,0.379999995,,,,,,
CA-BN016_20130715,,,,,,,2.980000019,,78.40000153,58,,,,YSI broken,,,,,,,,,
CA-BN016_20140515,17.35000038,917,0.652499974,445.5,,,7.434999943,Yelllow,2.470000029,120,,74.84111023,15.6152935,,,49.3237915,0.400000006,,,,,,
CA-BN016_20140623,15.64999962,979.5,0.695500016,475,,,7.269999981,"Green, Dark",,37,,94.33342743,15.03822613,,,21.4939518,2.570198536,,,,,,
CA-BN016_20140807,,,,,,,,,,,,,,,,,,,,,,,
CA-BN016_20150519,14.30000019,659,468,31.39999962,,,7.53000021,Clear,3.75,60,,56.78559113,15.24440002,,,16.59054947,0.880875528,,,,,,
CA-BN016_20150806,23.60000038,795,564,38.40000153,,,7.5,Yelllow,9.720000267,21,,,,,,,,,,,,,
CA-BN016_20160627,22.39999962,688,489,334,,,7.679999828,Clear,1.179999948,51,,34.67772675,4.363563061,,,7.064110279,,,,,,,
CA-BN016_20160727,21.39999962,702,503,339,,,7.710000038,"Brown, Light",3.880000114,,,,,,,,,,,,,,
CA-BN016_20170530,19.89999962,697,494,337,,,8.409999847,Clear,2.960000038,60,,,,,2,,,,,,,,
CA-BN016_20170731,26.20000076,751,534,352,,,9.100000381,"Green, Light",2.910000086,60,,,,,2,,,,,,,,
CA-BN016_20180611,19.70000076,803,582,401,,,7.380000114,Clear,3.359999895,60,,,,,,,,,,,,,
CA-BN016_20180711,21.39999962,880,611,420,,,6.75,Clear,4.150000095,,,,,,,,,,,,,,
CA-BN016_20190520,16.79999924,756,536,363,,,8.479999542,Clear,5.289999962,56,,,,,,,,,,,,,
CA-BN016_20190701,19.70000076,597,423,287,,,9.220000267,Clear,1.700000048,60,,,,,,,,,,,,,
CA-BN017_20090608,19.71999931,322,0.232999995,0.170000002,27.70000076,2.559999943,7.829999924,Brown,8.81000042,29,1,68.4654007,2.686124086,"smells bad, low O2, not  much living in it, deep sucly mud for sediment",,13.43400002,0.629999995,68.12999725,1.080000043,0.360000014,2.329999924,0.340000004,0.340000004
CA-BN017_20130604,15.31000042,216,0.172000006,0.129999995,24.70000076,2.460000038,6.260000229,Clear,27.39999962,17.39999962,1,129.4403534,16.02476311,,,29.97829437,0.379999995,,,,,,
CA-BN017_20130731,17.22999954,331,0.252999991,0.189999998,39.90000153,3.849999905,6.199999809,,69.80000305,6.5,1,,,,,,,,,,,,
CA-BN017_20140605,11.55000019,539.5,0.375,258,,,7.045000076,Brown,89.69999695,17,,88.88357544,5.522021294,,,22.00118065,5.583554268,,,,,,
CA-BN017_20140715,18.60000038,673,0.477499992,324.5,,,8.645000458,"Brown, Light",20.70000076,18,,,,,,,,,,,,,
CA-BN017_20140807,,,,,,,,,,,,,,,,,,,,,,,
CA-BN017_20150625,19.20000076,452,321,21.60000038,,,6.949999809,Clear,6.880000114,60,,124.2670975,3.793437004,,,26.55776978,5.178294182,,,,,,
CA-BN017_20150818,18.89999962,732,517,35.59999847,,,7.539999962,"Green, Light",,12,,,,,,,,,,,,,
CA-BN017_20160627,20.10000038,295,211,144,,,7.420000076,"Brown, Light",4.820000172,43,,67.72216797,6.133757114,,,14.65164089,,,,,,,
CA-BN017_20160728,25.79999924,355,246,168,,,7.630000114,"Brown, Light",8,,,,,,,,,,,,,,
CA-BN017_20170621,22,123.5999985,87.30000305,62.29999924,,,7.699999809,Clear,2.390000105,48,,,,,2,,,,,,,,
CA-BN017_20170731,22.89999962,253,181,118,,,7.03000021,Brown,34.20000076,13,,,,,2,,,,,,,,
CA-BN017_20180611,18.79999924,25.60000038,188,122,,,6.829999924,"Green, Light",53.20000076,35,,,,,,,,,,,,,
CA-BN017_20180711,19.79999924,304,212,141,,,6.320000172,Clear,13.10000038,,,,,,,,,,,,,,
CA-BN017_20190520,20.10000038,210,149,101,,,7.5,Clear,5.070000172,60,,,,,,,,,,,,,
CA-BN017_20190701,19.10000038,168,118,81.30000305,,,7.800000191,Clear,20.10000038,35,,,,,,,,,,,,,
CA-BN018_20090608,19.22999954,383,0.282000005,0.209999993,62.20000076,5.71999979,7.429999828,,9.970000267,53,1,93.10057831,5.304449081,relatively small but deep,,17.9640007,6.496891022,85.88999939,6.949999809,2.319999933,2.99000001,0.709999979,7.210000038
CA-BN018_20090723,20.10000038,505,0.361999989,0.270000011,90.5,8.079999924,8.210000038,,3.720000029,48,1,122.1243973,3.467423916,,,25.40800095,4.610579967,117.0500031,4.289999962,1.429999948,2.039999962,0.469999999,5.079999924
CA-BN018_20110623,21.78000069,1057,0.731999993,0.560000002,79.59999847,6.960000038,9.270000458,Humic,11.30000019,50.09999847,1,67.92075348,1.087553024,,,11.24520016,1.35649395,,,,,,
CA-BN018_20110714,18.53000069,1029,0.763999999,0.589999974,76.30000305,7.150000095,9.319999695,Brown,29.70000076,10,1,,,,,,,,,,,,
CA-BN018_20130528,16.27000046,851,0.663999975,0.50999999,62.5,6.119999886,7.590000153,Brown,24.60000038,27,1,96.69233704,1.761746526,,,22.10038757,2.815511465,,,,,,
CA-BN018_20140515,19.95000076,729,0.522000015,356.5,,,7.630000114,"Brown, Light",37.79999924,27.25,,92.36397552,5.970654964,,,19.74332237,0.70148319,,,,,,
CA-BN018_20140623,19.95000076,8.649999619,0.611500025,421.5,,,7.739999771,Brown,,7,,,,,,,,,,,,,
CA-BN018_20150519,17.79999924,518,367,248,,,8.109999657,"Brown, Light",8.979999542,27,,106.271637,1.834205508,,,47.79576492,1.290890098,,,,,,
CA-BN018_20150806,25.10000038,769,542,37,,,10.14999962,"Brown, Light",17.70000076,47,,,,,,,,,,,,,
CA-BN018_20160531,22,898,38,44,,,8.010000229,"Brown, Light",16.5,34,,78.43943024,1.127780437,,,15.86158657,,,,,,,
CA-BN018_20160727,26.70000076,1103,771,540,,,9.140000343,"Brown, Light",,,,,,Secchi was not taken,,,,,,,,,
CA-BN018_20170530,21.5,1094,784,540,,,8.199999809,Clear,5.71999979,46,,,,,2,,,,,,,,
CA-BN018_20170731,32.70000076,1774,1.25,848,,,9.380000114,"Green, Light",3.019999981,18,,,,,2,,,,,,,,
CA-BN018_20180611,25.29999924,1213,853,602,,,7.699999809,"Brown, Light",14.69999981,29,,,,,,,,,,,,,
CA-BN018_20180711,26.70000076,1339,945,666,,,9.520000458,"Brown, Light",7.340000153,,,,,,,,,,,,,,
CA-BN018_20190520,18.39999962,1150,816,563,,,8.5,Clear,5.070000172,45,,,,,,,,,,,,,
CA-BN018_20190701,23.60000038,117,830,577,,,9,Clear,4,58,,,,,,,,,,,,,
CA-BOVEE_20150811,,,,,,,,,,,,24.16328049,1.189937949,,,5.793827057,2.435564995,,,,,,
CA-BOVEE_20160817,18.20000076,42.70000076,30.60000038,24,,,7.619999886,Clear,,60,,,,,,,,,,,,,
CA-CORTE_20090510,,,,,,,,,,,1,64.87358093,2.428561926,,,13.96800041,4.674208164,59.97999954,5.03000021,1.679999948,0.75,0.219999999,4.889999866
CA-EDWD_20100524,15.68999958,185,0.147,0.109999999,52.29999924,5.239999771,,Brown,9.850000381,84.19999695,1,75.81999969,4.46999979,,,14.48999977,2.440000057,,,,,,
CA-EDWD_20100715,20.71999931,333,0.234999999,0.170000002,158.5,13.69999981,8.710000038,Turbid,5.389999866,21.79999924,1,216.1100006,13.17000008,,,24.48999977,48.65999985,,,,,,
CA-EDWD_20110609,18.05999947,240,0.180000007,0.129999995,65,6.130000114,10.07999992,Clear,81.59999847,120,1,78.47290802,4.489008904,,,12.41584969,3.426930904,,,,,,
CA-EDWD_20110803,16.51000023,340,0.263999999,0.200000003,6.300000191,0.50999999,10.44999981,Humic,66.69999695,26.75,1,,,,,,,,,,,,
CA-EDWD_20130510,17.67000008,584,0.444999993,0.340000004,173.1000061,16.52000046,9.430000305,Clear,6.659999847,120,1,276.0512695,11.46072483,,,50.32114792,1.104559898,,,,,,
CA-EDWD_20130619,17.67000008,584,0.444999993,0.340000004,173.1000061,16.52000046,9.430000305,,6.659999847,120,1,,,YSI HELD SIDEWAYS.,,,,,,,,,
CA-EDWD_20150629,,,,,,,,,,,,,,,,,,,,,,,
CA-EDWD_20160516,26.79999924,325,231,15.69999981,,,8.970000267,Light brown,193,5,,167.8486328,21.09337425,,,17.97451019,,,,,,,
CA-EDWD_20160714,28.70000076,569,398,272,,,9.43999958,"Yellow, Light",42.09999847,22,,,,,,,,,,,,,
CA-EDWD_20170620,32,205,145,98.69999695,,,8.399999619,Brown,21.89999962,25,,,,,2,,,,,,,,
CA-EDWD_20170810,20.20000076,533,379,256,,,9.119999886,Brown,52,12,,,,,2,,,,,,,,
CA-EDWD_20180614,27.5,10.44999981,390,264,,,10.44999981,"Yellow, Light",6.519999981,19,,,,,,,,,,,,,
CA-EDWD_20180717,,,,,,,,,,,,,,,,,,,,,,,
CA-EDWD_20190612,17,360,255,165,,,10,Clear,2.160000086,60,,,,,,,,,,,,,
CA-EDWD_20190716,23.10000038,322,228,159,,,8.600000381,Clear,3.730000019,60,,,,,,,,,,,,,
CA-ELS01_20150715,,,,,,,,Yelllow,,,,,,,,,,,,,,,
CA-ELS03_20150715,18.60000038,472,325,21.79999924,,,8.25,Clear,,,,72.57775879,5.363324165,,,14.40165997,4.930607796,,,,,,
CA-GLAKE_20130509,19.89999962,300,0.219999999,0.159999996,58.79999924,5.420000076,8.430000305,Brown,18.89999962,97,1,106.5473404,1.224065661,,,15.39662361,18.34215546,,,,,,
CA-GLAKE_20130708,,,,,,,9.619999886,Green,33.79999924,42.5,,,,YSI IS BROKEN,,,,,,,,,
CA-GLAKE_20140522,21.35000038,456,0.324000001,219.5,,,8.284999847,Clear,4.800000191,78,,287.80896,5.311171532,,,24.20387077,126.4152451,,,,,,
CA-GLAKE_20140710,23.25,446.5,0.320499986,215,,,9.649999619,"Yellow, Light",,38,,,,,,,,,,,,,
CA-GLAKE_20140718,,,,,,,,,,,,,,,,,,,,,,,
CA-GLAKE_20150508,,,,,,,,Clear,,,,,,,,,,,,,,,
CA-GLAKE_20150629,24.39999962,465,328,22.29999924,,,10.03999996,"Brown, Light",16.60000038,39,,165.2306061,13.45306969,,,27.03500938,4.73241806,,,,,,
CA-GLAKE_20150804,22.10000038,477,330,22.29999924,,,10.51000023,"Green, Light",16.79999924,,,,,,,,,,,,,,
CA-GLAKE_20150806,,,,,,,,,,,,,,,,,,,,,,,
CA-GLAKE_20160623,22,294,209,141,,,9.029999733,Green,5.090000153,22,,123.3295975,,,,39.26194382,,,,,,,
CA-GLAKE_20160809,,276,196,133,,,,,1.529999971,,,,,,,,,,,,,,
CA-GLAKE_20170803,26.20000076,261,185,156,,,8.579999924,"Green, Light",10.90999985,27,,,,,2,,,,,,,,
CA-HAY_20150914,,,,,,,,,,,,41.59833908,0.708374202,,,10.77375031,2.03926301,,,,,,
CA-LVBW1_20080816,,,,,,,,,,,,71.59999847,0.289999992,,,,,,,,,,
CA-LVBW1_20100827,11.65999985,12,12,0.01,63,6.829999924,9.600000381,Clear,,,,,,,,,,,,,,,
CA-LVBW1_20110826,17.52000046,17,0.013,0.01,57.20000076,5.480000019,9.239999771,Clear,4.360000134,,1,,,,,,,,,,,,
CA-LVBW1_20150811,,,,,,,,,,,,,,,,,,,,,,,
CA-LVBW1_20160816,26.39999962,27.89999962,20.60000038,22.39999962,,,7.949999809,Clear,,,,51.48600769,0.234767675,,,14.41902637,,,,,,,
CA-LVBW1_20170610,5.199999809,14.19999981,10.10000038,6.900000095,,,,,4.5,,,,,,,,,,,,,,
CA-LVBW1_20170702,22.70000076,19.89999962,14.10000038,16.89999962,,,6.630000114,Clear,0.75,60,,,,,2,,,,,,,,
CA-LVBW1_20170722,19.89999962,75,82.69999695,45.09999847,,,7.71999979,Clear,1.25999999,60,,,,,2,,,,,,,,
CA-LVBW1_20170816,16.20000076,24.10000038,17.20000076,16.39999962,,,7.019999981,Clear,3.109999895,60,,,,,2,,,,,,,,
CA-LVBW1_20170927,,,,,,,,,,,,,,,,,,,,,,,
CA-LVBW1_20180723,19.39999962,31.70000076,21.79999924,20.29999924,,,8.510000229,Clear,,,,,,,,,,,,,,,
CA-LVBW1_20190720,26.79999924,19.79999924,14.10000038,18.10000038,,,7.670000076,Clear,,60,,,,,,,,,,,,,
CA-LVBW2_20080816,,,,,,,,,,,,92.23000336,0.579999983,,,,,,,,,,
CA-LVBW2_20100827,13.22999954,9,0.008,0,72.5,7.400000095,8.050000191,Clear,,,,,,,,,,,,,,,
CA-LVBW2_20110826,17.37000084,13,0.01,0.01,71.19999695,6.849999905,9.56000042,Clear,2.410000086,,1,,,,,,,,,,,,
CA-LVBW2_20160816,22.10000038,33.20000076,24.20000076,22.79999924,,,7.519999981,Clear,,,,34.23267365,1.32348156,,,9.416854858,,,,,,,
CA-LVBW2_20170610,2.900000095,458,326,213,,,,,1.070000052,60,,,,NO PH REPORTED,,,,,,,,,
CA-LVBW2_20170702,16.60000038,16.20000076,11.39999962,13.30000019,,,6.230000019,Clear,3.799999952,60,,,,,2,,,,,,,,
CA-LVBW2_20170722,18.89999962,52.20000076,37.90000153,28.39999962,,,7.800000191,Clear,1.730000019,60,,,,,2,,,,,,,,
CA-LVBW2_20170816,15.5,16.10000038,11.10000038,12.69999981,,,7.809999943,Clear,1.190000057,60,,,,,2,,,,,,,,
CA-LVBW2_20180723,18.10000038,24.5,13.80000019,16.20000076,,,8.819999695,Clear,,,,,,,,,,,,,,,
CA-LVBW2_20190720,24.20000076,15.60000038,11.19999981,15.89999962,,,8.25,Clear,,60,,,,,,,,,,,,,
CA-LVBW3_20100827,18.64999962,18,0.014,0.01,90.5,8.460000038,8.5,Clear,,,,,,,,,,,,,,,
CA-LVBW3_20160816,23.89999962,24.20000076,16.70000076,11.80000019,,,6.989999771,Clear,,,,76.10323334,1.43556571,,,14.04044437,,,,,,,
CA-MANZA_20090519,25.29999924,81,0.052999999,0.039999999,96.40000153,7.96999979,7.21999979,Humic,1.74000001,120,1,50.67346954,0.996501088,,,9.838000298,2.042025089,48.40000153,1.379999995,0.460000008,0.540000021,0.239999995,2.279999971
CA-MANZA_20090708,21.62000084,83,0.057999998,0.039999999,81.30000305,7.190000057,7.949999809,,11.5,86,1,,,,,,,,,,,,
CA-MANZA_20100721,15.71000004,65,0.050999999,0.039999999,81,8,7.75,,2.539999962,,,72.18000031,0.550000012,,,14.92000008,7.159999847,,,,,,
CA-MANZA_20110607,16.06999969,67,0.052999999,0.039999999,55.09999847,5.440000057,8.119999886,Clear,2.680000067,120,1,45.15393066,0.313962907,,,6.146119118,0.469999999,,,,,,
CA-MANZA_20110802,21.18000031,72,0.050000001,0.039999999,74.5,6.610000134,8.819999695,Clear,5.880000114,68,1,,,,,,,,,,,,
CA-MANZA_20120517,22.10000038,86,0.059,0.039999999,97.19999695,8.449999809,6.420000076,Clear,4.940000057,120,1,45.63330078,1.385254025,,,10.22999954,0.762249827,,,,,,
CA-MANZA_20120718,18.54999924,101,0.075000003,0.050000001,67,6.150000095,7.130000114,,15.89999962,42,1,,,,,,,,,,,,
CA-MANZA_20130511,21.09000015,106,0.074000001,0.050000001,92.5,8.229999542,7.099999905,Clear,23.20000076,49.79999924,1,64.19645691,1.854109883,,,13.48136234,1.104559898,,,,,,
CA-MANZA_20130716,,,,,,,7.059999943,,16.79999924,53,,,,YSI broken,,,,,,,,,
CA-MANZA_20140512,23.39999962,104.6999969,0.745500028,53.65000153,,,9.529999733,Clear,7.159999847,56,,81.61268616,1.436030626,,,15.15773773,3.676025152,,,,,,
CA-MANZA_20140626,15.14999962,227.5,0.158999994,105,,,8.625,"Yellow, Light",13.89999962,27,,,,,,,,,,,,,
CA-MANZA_20140717,,,,,,,,,,,,,,,,,,,,,,,
CA-MANZA_20150521,17.79999924,92.80000305,65.90000153,4.639999866,,,7.510000229,"Yellow, Light",1.5,51.40000153,,71.83238983,1.721155286,,,29.55460739,,,,,,,
CA-MANZA_20150727,24.89999962,145.1999969,105,7.199999809,,,9.649999619,"Brown, Light",20.60000038,13.39999962,,,,,,,,,,,,,
CA-MANZA_20150806,,,,,,,,,,,,,,,,,,,,,,,
CA-MANZA_20160601,22.10000038,81.40000153,58.09999847,42.79999924,,,7.690000057,"Brown, Light",1.039999962,52,,46.16605759,1.354326367,,,10.10243034,,,,,,,
CA-MANZA_20170620,28.89999962,69.30000305,49.5,39.09999847,,,8.520000458,"Brown, Light",37.70000076,41,,,,,2,,,,,,,,
CA-MANZA_20170803,,,,,,,,,,,,,,,,,,,,,,,
CA-MANZA_20170810,25.10000038,112,80.69999695,57.5,,,8.100000381,"Brown, Light",27,29,,,,,2,,,,,,,,
CA-MANZA_20180523,19.20000076,104.3000031,74,52.09999847,,,7.809999943,"Yellow, Light",12.5,24,,,,,,,,,,,,,
CA-MANZA_20180630,26.79999924,122,87.5,62.40000153,,,8.149999619,,23,12,,,,,,,,,,,,,
CA-MANZA_20190605,22.70000076,97,69,50,,,6.800000191,Clear,5.940000057,60,,,,,,,,,,,,,
CA-MANZA_20190708,20.39999962,79,56,41,,,7.059999943,Clear,10,37,,,,,,,,,,,,,
CA-MCCRY_20130509,19.87999916,234,0.169,0.119999997,124.3000031,11.5,8.869999886,Clear,7.960000038,120,1,52.40753555,1.287508726,,,12.15749931,1.002470613,,,,,,
CA-MCCRY_20130716,,,,,,,7.710000038,,3.24000001,120,,,,no working YSI,,,,,,,,,
CA-MCCRY_20140522,19.64999962,309.5,0.219999999,147.5,,,10.30500031,Green,37.79999924,25,,103.9776764,9.501536369,,,20.20506287,3.144707441,,,,,,
CA-MCCRY_20140710,23.35000038,425,0.299499989,205,,,8.430000305,"Yellow, Light",,15,,,,,,,,,,,,,
CA-MCCRY_20140718,,,,,,,,,,,,,,,,,,,,,,,
CA-MCCRY_20150622,22.89999962,450,319,21.60000038,,,7.5,"Brown, Light",4.590000153,60,,224.1902008,7.029921055,,,33.71672058,17.55991936,,,,,,
CA-MCCRY_20150804,24.29999924,470,332,22.60000038,,,8.960000038,Clear,4.75,31,,,,,,,,,,,,,
CA-MCCRY_20150806,,,,,,,,,,,,,,,,,,,,,,,
CA-MCCRY_20160623,24.5,289,205,140,,,8.75,"Brown, Light",11.89999962,32,,52.40571976,1.007580876,,,13.42087078,,,,,,,
CA-MCCRY_20160809,24.10000038,354,251,170,,,8.399999619,"Brown, Light",10.02000046,,,,,,,,,,,,,,
CA-MCCRY_20170525,23.5,390,277,188,,,7.980000019,"Brown, Light",9.329999924,47,,,,,2,,,,,,,,
CA-MCCRY_20170803,26.79999924,447,318,216,,,8.930000305,"Green, Light",5.739999771,45,,,,,2,,,,,,,,
CampgrCL_20090605,22.19000053,241,0.165000007,0.119999997,230.6999969,19.60000038,10.10000038,Green,135,14.5,1,191.0225067,5.262477875,,,33.13000107,5.283185959,185.2799988,5.800000191,1.929999948,3.329999924,0.460000008,5.739999771
CA-MT001_20080713,,,,,,,,,,,,79.79000092,1.129999995,,,,,,,,,,
CA-MT015_20080713,,,,,,,,,,,,113.75,0.560000002,,,,,,,,,,
CA-MUD65_20090518,25.43000031,659,0.423999995,0.319999993,221.5,17.85000038,9.069999695,"clear, slightly brown",3.529999971,119,1,53.42914963,0.590818107,has island (very close to reservoir) in the middle + forested (bird present),,10.25500011,8.281750679,44.88000107,0.340000004,0.109999999,0.479999989,0.270000011,8.550000191
CA-MUD65_20090720,21.38999939,666,0.460000008,0.349999994,141.1999969,11.43000031,9.68999958,greenish-clear,15.39999962,53,1,134.0072937,4.322979927,,,22.37899971,6.212707996,127.6200027,6.980000019,2.329999924,2,0.180000007,6.389999866
CA-MUD65_20100714,,,,,,,,,,,,65.40000153,2.237360001,,,11.56999969,5.167482853,,,,,,
CA-MUD65_20110530,15.69999981,803,0.637000024,0.49000001,115.0999985,11.47000027,8.93999958,Turbid,6.269999981,19.20000076,1,39.52169037,0.704146326,,,6.558948994,0.469999999,,,,,,
CA-MUD65_20110714,16.36000061,805,0.626999974,0.479999989,16.20000076,1.629999995,9.659999847,Clear,10.21000004,101,1,,,,,,,,,,,,
CA-MUD65_20130522,14.38000011,614,0.500999987,0.379999995,39.79999924,4.03000021,10.5,Green,27.10000038,39,1,62.11485291,7.256422997,,,13.12646103,1.616123557,,,,,,
CA-MUD65_20130730,23.64999962,1248,0.360000014,0.639999986,164.5,14.78999996,9,,62.40000153,,,,,,,,,,,,,,
CA-MUD65_20140521,25.95000076,479.5,0.337000012,233,,,8.604999542,"Brown, Light",41.79999924,49,,159.8078461,0.893199742,,,96.19448853,0.400000006,,,,,,
CA-MUD65_20140716,18.54999924,975,0.6875,472.5,,,8.244999886,"Brown, Light",101.4000015,6,,,,,,,,,,,,,
CA-MUD65_20150512,17.5,587,417,28.20000076,,,8.859999657,"Brown, Light",,60,,79.56999969,3.519999981,,,122.9400024,0.219999999,,,,,,
CA-MUD65_20150708,19.20000076,623,436,29.39999962,,,9.68999958,Clear,7.849999905,60,,161.5903931,32.90618134,,,35.26242065,3.641818047,,,,,,
CA-MUD65_20160517,18.10000038,8.899999619,636,43.5,,,,Clear,2.50999999,60,,33.17220688,1.628676653,,,7.124326229,,,,,,,
CA-MUD65_20160712,24.60000038,1031,733,494,,,10.64999962,"Brown, Light",6.440000057,37,,,,,,,,,,,,,
CA-MUD65_20170523,21.29999924,975,690,478,,,7.159999847,Clear,16.10000038,46,,,,,2,,,,,,,,
CA-MUD65_20170706,22.10000038,914,648,427,,,9.159999847,Clear,8.550000191,60,,,,,2,,,,,,,,
CA-MUD65_20180604,22.20000076,704,501,344,,,9.279999733,Clear,1.669999957,120,,,,,,,,,,,,,
CA-MUD65_20180718,22.89999962,702,493,339,,,10.53999996,Clear,89.40000153,,,,,,,,,,,,,,
CA-MUD65_20190514,,,,,,,,Clear,,60,,,,,,,,,,,,,
CA-MUD65_20190624,19.70000076,821,586,391,,,7.590000153,Clear,30,44,,,,,,,,,,,,,
CA-MUD66_20090518,25.38999939,385,0.246000007,0.180000007,266.5,22.03000069,9.399999619,Clear- slightly brown,1.929999948,119,1,53.02048111,0.710273087,,,8.625940323,3.433567047,49.36999893,0.629999995,0.209999993,0.5,0.219999999,3.650000095
CA-MUD66_20090720,22.12999916,548,0.377000004,0.280000001,124.4000015,10.65999985,8.600000381,"brown, turbid",39.79999924,30.60000038,1,58.30300903,1.527086973,man made burm,,10.34799957,4.712030888,53.29000092,1.049999952,0.349999994,1.179999948,0.300000012,5.019999981
CA-MUD66_20110714,18.84000015,544,0.400999993,0.300000012,40.79999924,3.809999943,8.100000381,Brown,5.320000172,120,1,53.82796097,1.306712985,,,6.968678951,3.141354084,,,,,,
CA-MUD66_20130522,20.22999954,300,0.215000004,0.159999996,99.30000305,9.039999962,9.909999847,,21.60000038,35.40000153,1,47.97087097,1.987984896,,,9.060966492,1.08984375,,,,,,
CA-MUD66_20130730,17.12000084,400,0.305999994,0.230000004,60.70000076,5.869999886,10.02000046,Brown,7.989999771,29.89999962,1,,,,,,,,,,,,
CA-MUD66_20140521,23.64999962,351.5,0.248999998,168,,,10.73499966,Clear,8.369999886,85,,80.27189636,1.526720285,,,31.60739517,1.976036787,,,,,,
CA-MUD66_20140716,18.95000076,794,0.56099999,384,,,8.444999695,Green,,15,,,,,,,,,,,,,
CA-MUD66_20150512,21.39999962,355,251,17,,,10.18000031,Clear,2.329999924,60,,75.9675293,1.509986043,,,12.41687965,3.673345089,,,,,,
CA-MUD66_20150708,21.70000076,642,451,30.79999924,,,8.359999657,"Yellow, Dark",28.5,25,,118.4403,1.900432944,,,18.62887955,3.046540022,,,,,,
CA-MUD66_20160517,22.5,475,333,23,,,8.279999733,Clear,0.779999971,60,,34.62113571,0.920508146,,,6.917072773,,,,,,,
CA-MUD66_20160712,26.29999924,462,325,222,,,9.479999542,"Brown, Light",2.869999886,47,,,,,,,,,,,,,
CA-MUD66_20170515,22.5,374,269,181,,,8.800000191,Clear,6.46999979,60,,,,,2,,,,,,,,
CA-MUD66_20170705,24.60000038,602,426,279,,,8.859999657,Clear,9.140000343,60,,,,,2,,,,,,,,
CA-MUD66_20180604,17.5,690,485,327,,,7.539999962,"Brown, Light",15.10000038,15,,,,,,,,,,,,,
CA-MUD66_20180718,16.79999924,719,507,344,,,10.30000019,Clear,24.10000038,,,,,,,,,,,,,,
CA-MUD66_20190514,,1196,850,760,,,7.5,Clear,14.30000019,43,,,,,,,,,,,,,
CA-MUD66_20190624,16.5,615,435,294,,,7.659999847,Clear,52.70000076,44,,,,,,,,,,,,,
CA-MUD67_20090518,19.32999992,312,0.229000002,0.170000002,21.39999962,1.960000038,7.090000153,Brown-clear,2.690000057,119,1,,,"very eutrophic, duckweed covers almost entire pond",,,,,,,,,
CA-MUD67_20090720,19.65999985,439,0.317999989,0.239999995,20.70000076,1.850000024,7.909999847,,18.10000038,49,1,81.55986023,2.466584921,covered in duckweed,,20.95999908,2.169631958,78.86000061,1.019999981,0.340000004,2.130000114,0.529999971,2.700000048
CA-MUD67_20100714,,,,,,,,,,,,51.61999893,1.289999962,,,11.97000027,2.75,,,,,,
