SurveyCode,SeineCode,NetSeq,CrewID,Depth (ft),Distance (ft),Entered by,GeneralComments,Updated_Spp
CA-SF85_20150618_NS01,CA-SF85_20150618_NS01-05,5,TMG,,,,,FALSE
CA-SF85_20150618_NS01,CA-SF85_20150618_NS01-06,6,TMG,,,,,FALSE
CA-SF85_20150618_NS01,CA-SF85_20150618_NS01-07,7,EE,,,,,FALSE
CA-SF85_20150618_NS01,CA-SF85_20150618_NS01-08,8,MJ,,,,,FALSE
CA-SF85_20150618_NS01,CA-SF85_20150618_NS01-09,9,TMG,,,,,FALSE
CA-SF85_20150618_NS01,CA-SF85_20150618_NS01-10,10,EE,,,,,FALSE
CA-SF85_20150618_NS02,CA-SF85_20150618_NS02-01,1,"EE, NH",1,8,,,FALSE
CA-SF85_20150618_NS02,CA-SF85_20150618_NS02-02,2,"EE, NH",1,8,,,FALSE
CA-SF85_20150618_NS02,CA-SF85_20150618_NS02-03,3,"EE, NH",1,8,,,FALSE
CA-SF85_20170725_NS01,CA-SF85_20170725_NS01-01,1,TMG,,,,,FALSE
CA-SF85_20170725_NS01,CA-SF85_20170725_NS01-02,2,DM,,,,,FALSE
CA-SF85_20170725_NS01,CA-SF85_20170725_NS01-03,3,TMG,,,,,FALSE
CA-SF85_20170725_NS01,CA-SF85_20170725_NS01-04,4,DM,,,,,FALSE
CA-SF85_20170725_NS01,CA-SF85_20170725_NS01-05,5,TMG,,,,,FALSE
CA-SF85_20170725_NS01,CA-SF85_20170725_NS01-06,6,DM,,,,,FALSE
CA-SF85_20170725_NS01,CA-SF85_20170725_NS01-07,7,TMG,,,,,FALSE
CA-SF85_20170725_NS01,CA-SF85_20170725_NS01-08,8,DM,,,,,FALSE
CA-SF85_20170725_NS01,CA-SF85_20170725_NS01-09,9,TMG,,,,,FALSE
CA-SF85_20170725_NS01,CA-SF85_20170725_NS01-10,10,DM,,,,,FALSE
CA-SF85_20170725_NS02,CA-SF85_20170725_NS02-01,1,"DM, WM",2,13,,,FALSE
CA-SF85_20170725_NS02,CA-SF85_20170725_NS02-02,2,"DM, WM",2,12,,,FALSE
CA-SF85_20170725_NS02,CA-SF85_20170725_NS02-03,3,"DM, WM",1,8,,,FALSE
CA-SF85a_20130618_NS01,CA-SF85a_20130618_NS01-01,1,,,,,,FALSE
CA-SF85a_20130618_NS01,CA-SF85a_20130618_NS01-02,2,,,,,,FALSE
CA-SF85a_20130618_NS01,CA-SF85a_20130618_NS01-03,3,,,,,,FALSE
CA-SF85a_20130618_NS01,CA-SF85a_20130618_NS01-04,4,,,,,,FALSE
CA-SF85a_20130618_NS01,CA-SF85a_20130618_NS01-05,5,,,,,,FALSE
CA-SF85a_20130618_NS01,CA-SF85a_20130618_NS01-06,6,,,,,,FALSE
CA-SF85a_20130618_NS01,CA-SF85a_20130618_NS01-07,7,,,,,,FALSE
CA-SF85a_20130618_NS01,CA-SF85a_20130618_NS01-08,8,,,,,,FALSE
CA-SF85a_20130618_NS01,CA-SF85a_20130618_NS01-09,9,,,,,,FALSE
CA-SF85a_20130618_NS01,CA-SF85a_20130618_NS01-10,10,,,,,,FALSE
CA-SF85a_20130618_NS02,CA-SF85a_20130618_NS02-01,1,,2,15,,,FALSE
CA-SF85a_20130618_NS02,CA-SF85a_20130618_NS02-02,2,,1,7,,,FALSE
CA-SF85a_20130618_NS02,CA-SF85a_20130618_NS02-03,3,,1,15,,,FALSE
CA-SHROM_20100614_NS01,CA-SHROM_20100614_NS01-01,1,,,,,,FALSE
CA-SHROM_20100614_NS01,CA-SHROM_20100614_NS01-02,2,,,,,,FALSE
CA-SHROM_20100614_NS01,CA-SHROM_20100614_NS01-03,3,,,,,,FALSE
CA-SHROM_20100614_NS01,CA-SHROM_20100614_NS01-04,4,,,,,,FALSE
CA-SHROM_20100614_NS01,CA-SHROM_20100614_NS01-05,5,,,,,,FALSE
CA-SHROM_20100614_NS01,CA-SHROM_20100614_NS01-06,6,,,,,,FALSE
CA-SHROM_20100614_NS01,CA-SHROM_20100614_NS01-07,7,,,,,,FALSE
CA-SHROM_20100614_NS01,CA-SHROM_20100614_NS01-08,8,,,,,,FALSE
CA-SHROM_20100614_NS01,CA-SHROM_20100614_NS01-09,9,,,,,,FALSE
CA-SHROM_20100614_NS01,CA-SHROM_20100614_NS01-10,10,,,,,,FALSE
CA-SHROM_20100726_NS01,CA-SHROM_20100726_NS01-01,1,18,,,,,FALSE
CA-SHROM_20100726_NS01,CA-SHROM_20100726_NS01-02,2,18,,,,,FALSE
CA-SHROM_20100726_NS01,CA-SHROM_20100726_NS01-03,3,18,,,,,FALSE
CA-SHROM_20100726_NS01,CA-SHROM_20100726_NS01-04,4,18,,,,,FALSE
CA-SHROM_20100726_NS01,CA-SHROM_20100726_NS01-05,5,18,,,,,FALSE
CA-SHROM_20100726_NS01,CA-SHROM_20100726_NS01-06,6,18,,,,,FALSE
CA-SHROM_20100726_NS01,CA-SHROM_20100726_NS01-07,7,18,,,,,FALSE
CA-SHROM_20100726_NS01,CA-SHROM_20100726_NS01-08,8,18,,,,,FALSE
CA-SHROM_20100726_NS01,CA-SHROM_20100726_NS01-09,9,18,,,,,FALSE
CA-SHROM_20100726_NS01,CA-SHROM_20100726_NS01-10,10,18,,,,,FALSE
Ca-Step_20130610_NS01,Ca-Step_20130610_NS01-01,1,,,,,,FALSE
Ca-Step_20130610_NS01,Ca-Step_20130610_NS01-02,2,,,,,,FALSE
Ca-Step_20130610_NS01,Ca-Step_20130610_NS01-03,3,,,,,,FALSE
Ca-Step_20130610_NS01,Ca-Step_20130610_NS01-04,4,,,,,,FALSE
Ca-Step_20130610_NS01,Ca-Step_20130610_NS01-05,5,,,,,,FALSE
Ca-Step_20130610_NS01,Ca-Step_20130610_NS01-06,6,,,,,,FALSE
Ca-Step_20130610_NS01,Ca-Step_20130610_NS01-07,7,,,,,,FALSE
Ca-Step_20130610_NS01,Ca-Step_20130610_NS01-08,8,,,,,,FALSE
Ca-Step_20130610_NS01,Ca-Step_20130610_NS01-09,9,,,,,,FALSE
Ca-Step_20130610_NS01,Ca-Step_20130610_NS01-10,10,,,,,,FALSE
Ca-Step_20130610_NS02,Ca-Step_20130610_NS02-01,1,,2,17,,,FALSE
Ca-Step_20130610_NS02,Ca-Step_20130610_NS02-02,2,,2,40,,,FALSE
Ca-Step_20130610_NS02,Ca-Step_20130610_NS02-03,3,,2,10,,,FALSE
Ca-Step_20130805_NS02,Ca-Step_20130805_NS02-01,1,,2,9,,,FALSE
Ca-Step_20130805_NS02,Ca-Step_20130805_NS02-02,2,,1,12,,,FALSE
Ca-Step_20130805_NS02,Ca-Step_20130805_NS02-03,3,,1,15,,,FALSE
Ca-Step_20140616_NS01,Ca-Step_20140616_NS01-01,1,TMG,,,,,FALSE
Ca-Step_20140616_NS01,Ca-Step_20140616_NS01-02,2,DS,,,,,FALSE
Ca-Step_20140616_NS01,Ca-Step_20140616_NS01-03,3,NB,,,,,FALSE
Ca-Step_20140616_NS01,Ca-Step_20140616_NS01-04,4,TMG,,,,,FALSE
Ca-Step_20140616_NS01,Ca-Step_20140616_NS01-05,5,NB,,,,,FALSE
Ca-Step_20140616_NS01,Ca-Step_20140616_NS01-06,6,TMG,,,,,FALSE
Ca-Step_20140616_NS01,Ca-Step_20140616_NS01-07,7,NB,,,,,FALSE
Ca-Step_20140616_NS01,Ca-Step_20140616_NS01-08,8,TMG,,,,,FALSE
Ca-Step_20140616_NS01,Ca-Step_20140616_NS01-09,9,NB,,,,,FALSE
Ca-Step_20140616_NS01,Ca-Step_20140616_NS01-10,10,DS,,,,,FALSE
Ca-Step_20140616_NS02,Ca-Step_20140616_NS02-01,1,"TMG, NB",2,15,,,FALSE
Ca-Step_20140616_NS02,Ca-Step_20140616_NS02-02,2,"TMG, KSM",2,20,,No animals,FALSE
Ca-Step_20140616_NS02,Ca-Step_20140616_NS02-03,3,"TMG, NB",2,15,,,FALSE
Ca-Step_20140729_NS02,Ca-Step_20140729_NS02-01,1,"NB, DS",1,15,,,FALSE
Ca-Step_20140729_NS02,Ca-Step_20140729_NS02-02,2,"NB, DS",3,12,,,FALSE
Ca-Step_20140729_NS02,Ca-Step_20140729_NS02-03,3,"NB, DS",3,12,,,FALSE
Castle1_20100708_NS01,Castle1_20100708_NS01-01,1,14,1,3,,,FALSE
Castle1_20100708_NS01,Castle1_20100708_NS01-02,2,14,1,3,,,FALSE
Castle1_20100708_NS01,Castle1_20100708_NS01-03,3,,1,3,,,FALSE
Castle1_20100708_NS01,Castle1_20100708_NS01-04,4,14,1,3,,,FALSE
Castle1_20100708_NS01,Castle1_20100708_NS01-05,5,,1,3,,,FALSE
Castle1_20100708_NS01,Castle1_20100708_NS01-06,6,14,1,3,,,FALSE
Castle1_20100708_NS01,Castle1_20100708_NS01-07,7,14,1,3,,,FALSE
Castle1_20100708_NS01,Castle1_20100708_NS01-08,8,14,1,3,,,FALSE
Castle1_20100708_NS01,Castle1_20100708_NS01-09,9,14,1,3,,,FALSE
Castle1_20100708_NS01,Castle1_20100708_NS01-10,10,14,1,3,,,FALSE
Castle1_20100708_NS02,Castle1_20100708_NS02-01,1,14,2.5,10,,,FALSE
Castle1_20100708_NS02,Castle1_20100708_NS02-02,2,14,2.5,10,,,FALSE
Castle3_20100727_NS01,Castle3_20100727_NS01-01,1,13,1,3,,,FALSE
Castle3_20100727_NS01,Castle3_20100727_NS01-02,2,13,1,3,,,FALSE
Castle3_20100727_NS01,Castle3_20100727_NS01-03,3,14,1,3,,,FALSE
Castle3_20100727_NS01,Castle3_20100727_NS01-04,4,13,1,3,,,FALSE
Castle3_20100727_NS01,Castle3_20100727_NS01-05,5,13,1,3,,,FALSE
Castle3_20100727_NS01,Castle3_20100727_NS01-06,6,13,1,3,,,FALSE
Castle3_20100727_NS01,Castle3_20100727_NS01-07,7,13,1,3,,,FALSE
Castle3_20100727_NS01,Castle3_20100727_NS01-08,8,13,1,3,,,FALSE
Castle3_20100727_NS01,Castle3_20100727_NS01-09,9,13,1,3,,,FALSE
Castle3_20100727_NS01,Castle3_20100727_NS01-10,10,13,1,3,,,FALSE
Castle3_20100727_NS01,Castle3_20100727_NS01-11,11,13,1,3,,,FALSE
Castle3_20100727_NS01,Castle3_20100727_NS01-12,12,13,1,3,,,FALSE
Castle3_20100727_NS02,Castle3_20100727_NS02-01,1,13,3,10,,,FALSE
Castle3_20100727_NS02,Castle3_20100727_NS02-02,2,13,3,10,,,FALSE
Castle3_20100727_NS02,Castle3_20100727_NS02-03,3,13,3,10,,,FALSE
Castle4_20100727_NS02,Castle4_20100727_NS02-01,1,13,1,3,,,FALSE
Castle4_20100727_NS02,Castle4_20100727_NS02-02,2,13,1,3,,,FALSE
Castle4_20100727_NS02,Castle4_20100727_NS02-03,3,13,1,3,,,FALSE
Castle4_20100727_NS02,Castle4_20100727_NS02-04,4,13,1,3,,,FALSE
Castle4_20100727_NS02,Castle4_20100727_NS02-05,5,13,1,3,,,FALSE
Castle4_20100727_NS02,Castle4_20100727_NS02-06,6,13,1,3,,,FALSE
Castle4_20100727_NS02,Castle4_20100727_NS02-07,7,13,1,3,,,FALSE
Castle4_20100727_NS02,Castle4_20100727_NS02-08,8,13,1,3,,,FALSE
Castle4_20100727_NS02,Castle4_20100727_NS02-09,9,13,1,3,,,FALSE
Castle4_20100727_NS02,Castle4_20100727_NS02-10,10,13,1,3,,,FALSE
CA-VALEN_20100618_NS01,CA-VALEN_20100618_NS01-01,1,18,,,,,FALSE
CA-VALEN_20100618_NS01,CA-VALEN_20100618_NS01-02,2,18,,,,,FALSE
CA-VALEN_20100618_NS01,CA-VALEN_20100618_NS01-03,3,18,,,,,FALSE
CA-VALEN_20100618_NS01,CA-VALEN_20100618_NS01-04,4,18,,,,,FALSE
CA-VALEN_20100618_NS01,CA-VALEN_20100618_NS01-05,5,18,,,,,FALSE
CA-VALEN_20100618_NS01,CA-VALEN_20100618_NS01-06,6,18,,,,,FALSE
CA-VALEN_20100618_NS01,CA-VALEN_20100618_NS01-07,7,18,,,,,FALSE
CA-VALEN_20100618_NS01,CA-VALEN_20100618_NS01-08,8,18,,,,,FALSE
CA-VALEN_20100618_NS01,CA-VALEN_20100618_NS01-09,9,18,,,,,FALSE
CA-VALEN_20100618_NS01,CA-VALEN_20100618_NS01-10,10,18,,,,,FALSE
CDOW_20090625_NS01,CDOW_20090625_NS01-01,1,,,,,,FALSE
CDOW_20090625_NS01,CDOW_20090625_NS01-02,2,,,,,,FALSE
CDOW_20090625_NS01,CDOW_20090625_NS01-03,3,,,,,,FALSE
CDOW_20090625_NS01,CDOW_20090625_NS01-04,4,,,,,,FALSE
CDOW_20090625_NS01,CDOW_20090625_NS01-05,5,,,,,,FALSE
CDOW_20090625_NS01,CDOW_20090625_NS01-06,6,,,,,,FALSE
CDOW_20090625_NS01,CDOW_20090625_NS01-07,7,,,,,,FALSE
CDOW_20090625_NS01,CDOW_20090625_NS01-08,8,,,,,,FALSE
CDOW_20090625_NS01,CDOW_20090625_NS01-09,9,,,,,,FALSE
CDOW_20090625_NS01,CDOW_20090625_NS01-10,10,,,,,,FALSE
CDOW_20090625_NS02,CDOW_20090625_NS02-01,1,,4,12,,,FALSE
CDOW_20090625_NS02,CDOW_20090625_NS02-02,2,,2.5,15,,,FALSE
CDOW_20090625_NS02,CDOW_20090625_NS02-03,3,,3,9,,,FALSE
CDOW1_20090625_NS01,CDOW1_20090625_NS01-01,1,,,,,,FALSE
CDOW1_20090625_NS01,CDOW1_20090625_NS01-02,2,,,,,,FALSE
CDOW1_20090625_NS01,CDOW1_20090625_NS01-03,3,,,,,,FALSE
CDOW1_20090625_NS01,CDOW1_20090625_NS01-04,4,,,,,,FALSE
CDOW1_20090625_NS01,CDOW1_20090625_NS01-05,5,,,,,,FALSE
CDOW1_20090625_NS01,CDOW1_20090625_NS01-06,6,,,,,,FALSE
CDOW1_20090625_NS01,CDOW1_20090625_NS01-07,7,,,,,,FALSE
CDOW1_20090625_NS01,CDOW1_20090625_NS01-08,8,,,,,,FALSE
CDOW1_20090625_NS01,CDOW1_20090625_NS01-09,9,,,,,,FALSE
CDOW1_20090625_NS01,CDOW1_20090625_NS01-10,10,,,,,,FALSE
CDOW1_20090625_NS01,CDOW1_20090625_NS01-11,11,,,,,,FALSE
CDOW1_20090625_NS02,CDOW1_20090625_NS02-01,1,,1.799999952,30,,,FALSE
CDOW1_20090625_NS02,CDOW1_20090625_NS02-02,2,,3,18,,,FALSE
CDOW1_20090625_NS02,CDOW1_20090625_NS02-03,3,,1.600000024,30,,,FALSE
CDOW2_20090626_NS01,CDOW2_20090626_NS01-01,1,,,,,,FALSE
CDOW2_20090626_NS01,CDOW2_20090626_NS01-02,2,,,,,,FALSE
CDOW2_20090626_NS01,CDOW2_20090626_NS01-03,3,,,,,,FALSE
CDOW2_20090626_NS01,CDOW2_20090626_NS01-04,4,,,,,,FALSE
CDOW2_20090626_NS01,CDOW2_20090626_NS01-05,5,,,,,,FALSE
CDOW2_20090626_NS01,CDOW2_20090626_NS01-06,6,,,,,,FALSE
CDOW2_20090626_NS01,CDOW2_20090626_NS01-07,7,,,,,,FALSE
CDOW2_20090626_NS01,CDOW2_20090626_NS01-08,8,,,,,,FALSE
CDOW2_20090626_NS01,CDOW2_20090626_NS01-09,9,,,,,,FALSE
CDOW2_20090626_NS02,CDOW2_20090626_NS02-01,1,,3,30,,,FALSE
CDOW3_20090626_NS01,CDOW3_20090626_NS01-01,1,23,,,,,FALSE
CDOW3_20090626_NS01,CDOW3_20090626_NS01-02,2,23,,,,,FALSE
CDOW3_20090626_NS01,CDOW3_20090626_NS01-03,3,23,,,,,FALSE
CDOW3_20090626_NS01,CDOW3_20090626_NS01-04,4,23,,,,,FALSE
CDOW3_20090626_NS01,CDOW3_20090626_NS01-05,5,23,,,,,FALSE
CDOW3_20090626_NS01,CDOW3_20090626_NS01-06,6,23,,,,,FALSE
CDOW3_20090626_NS01,CDOW3_20090626_NS01-07,7,23,,,,,FALSE
CDOW3_20090626_NS01,CDOW3_20090626_NS01-08,8,23,,,,,FALSE
CDOW3_20090626_NS01,CDOW3_20090626_NS01-09,9,23,,,,,FALSE
CDOW3_20090626_NS01,CDOW3_20090626_NS01-10,10,,,,,,FALSE
CDOW3_20090626_NS02,CDOW3_20090626_NS02-01,1,,1.799999952,15,,,FALSE
CDOW3_20090626_NS02,CDOW3_20090626_NS02-02,2,,1.799999952,30,,,FALSE
CDOW3_20090626_NS02,CDOW3_20090626_NS02-03,3,,1.600000024,18,,,FALSE
CDOW4_20090626_NS01,CDOW4_20090626_NS01-01,1,3,,,,,FALSE
CDOW4_20090626_NS01,CDOW4_20090626_NS01-02,2,3,,,,,FALSE
CDOW4_20090626_NS01,CDOW4_20090626_NS01-03,3,3,,,,,FALSE
CDOW4_20090626_NS01,CDOW4_20090626_NS01-04,4,3,,,,,FALSE
CDOW4_20090626_NS01,CDOW4_20090626_NS01-05,5,3,,,,,FALSE
CDOW4_20090626_NS01,CDOW4_20090626_NS01-06,6,3,,,,,FALSE
CDOW4_20090626_NS01,CDOW4_20090626_NS01-07,7,3,,,,,FALSE
CDOW4_20090626_NS01,CDOW4_20090626_NS01-08,8,3,,,,,FALSE
CDOW4_20090626_NS01,CDOW4_20090626_NS01-09,9,3,,,,,FALSE
CDOW4_20090626_NS01,CDOW4_20090626_NS01-10,10,3,,,,,FALSE
CDOW5_20090626_NS01,CDOW5_20090626_NS01-01,1,,,,,,FALSE
CDOW5_20090626_NS01,CDOW5_20090626_NS01-02,2,,,,,,FALSE
CDOW5_20090626_NS01,CDOW5_20090626_NS01-03,3,,,,,,FALSE
CDOW5_20090626_NS01,CDOW5_20090626_NS01-04,4,,,,,,FALSE
CDOW5_20090626_NS01,CDOW5_20090626_NS01-05,5,,,,,,FALSE
CDOW5_20090626_NS01,CDOW5_20090626_NS01-06,6,,,,,,FALSE
CDOW5_20090626_NS01,CDOW5_20090626_NS01-07,7,,,,,,FALSE
CDOW5_20090626_NS01,CDOW5_20090626_NS01-08,8,,,,,,FALSE
CDOW5_20090626_NS01,CDOW5_20090626_NS01-09,9,,,,,,FALSE
CDOW5_20090626_NS01,CDOW5_20090626_NS01-10,10,,,,,,FALSE
CDOW5_20090626_NS02,CDOW5_20090626_NS02-01,1,,3,15,,,FALSE
CDOW5_20090626_NS02,CDOW5_20090626_NS02-02,2,,3,12,,,FALSE
CDOW5_20090626_NS02,CDOW5_20090626_NS02-03,3,,,,,,FALSE
CDOW5_20090626_NS02,CDOW5_20090626_NS02-04,4,,3,21,,,FALSE
CE03_20090602_NS01,CE03_20090602_NS01-01,1,,,,,,FALSE
CE03_20090602_NS01,CE03_20090602_NS01-02,2,,,,,,FALSE
CE03_20090602_NS01,CE03_20090602_NS01-03,3,,,,,,FALSE
CE03_20090602_NS01,CE03_20090602_NS01-04,4,,,,,,FALSE
CE03_20090602_NS01,CE03_20090602_NS01-05,5,,,,,,FALSE
CE03_20090602_NS01,CE03_20090602_NS01-06,6,,,,,,FALSE
CE03_20090602_NS01,CE03_20090602_NS01-07,7,,,,,,FALSE
CE03_20090602_NS01,CE03_20090602_NS01-08,8,,,,,,FALSE
CE03_20090602_NS01,CE03_20090602_NS01-09,9,,,,,,FALSE
CE03_20090602_NS01,CE03_20090602_NS01-10,10,,,,,,FALSE
CE03_20090602_NS01,CE03_20090602_NS01-11,11,,,,,,FALSE
CE03_20090602_NS01,CE03_20090602_NS01-12,12,,,,,,FALSE
CE03_20090602_NS01,CE03_20090602_NS01-13,13,,,,,,FALSE
CE03_20090602_NS01,CE03_20090602_NS01-14,14,,,,,,FALSE
CE03_20090602_NS01,CE03_20090602_NS01-15,15,,,,,,FALSE
CE03_20090717_NS02,CE03_20090717_NS02-01,1,"4, 9",2.5,10,,,FALSE
CE03_20090717_NS02,CE03_20090717_NS02-02,2,"4, 9",2.5,12,,,FALSE
CE03_20090717_NS02,CE03_20090717_NS02-03,3,"4, 9",2.5,25,,,FALSE
CHDVL_20100618_NS01,CHDVL_20100618_NS01-01,1,17,,,,,FALSE
CHDVL_20100618_NS01,CHDVL_20100618_NS01-02,2,17,,,,,FALSE
CHDVL_20100618_NS01,CHDVL_20100618_NS01-03,3,17,,,,,FALSE
CO-10317_20070711_NS01,CO-10317_20070711_NS01-01,1,28,,,,,FALSE
CO-10317_20070711_NS01,CO-10317_20070711_NS01-02,2,28,,,,,FALSE
CO-10317_20070711_NS01,CO-10317_20070711_NS01-03,3,28,,,,,FALSE
CO-10317_20070711_NS01,CO-10317_20070711_NS01-04,4,28,,,,,FALSE
CO-10317_20070711_NS01,CO-10317_20070711_NS01-05,5,28,,,,,FALSE
CO-10317_20070711_NS01,CO-10317_20070711_NS01-06,6,28,,,,,FALSE
CO-10317_20070711_NS01,CO-10317_20070711_NS01-07,7,28,,,,,FALSE
CO-10317_20070711_NS01,CO-10317_20070711_NS01-08,8,23,,,,,FALSE
CO-10317_20070711_NS01,CO-10317_20070711_NS01-09,9,23,,,,,FALSE
CO-10317_20070711_NS01,CO-10317_20070711_NS01-10,10,28,,,,,FALSE
CO-10317_20070711_NS02,CO-10317_20070711_NS02-01,1,28,3,12,,,FALSE
CO-10317_20070711_NS02,CO-10317_20070711_NS02-02,1,28,3,18,,,FALSE
CO-10317_20070711_NS02,CO-10317_20070711_NS02-03,3,28,1.5,18,,,FALSE
CO-10527_20070709_NS01,CO-10527_20070709_NS01-01,1,28,,,,,FALSE
CO-10527_20070709_NS01,CO-10527_20070709_NS01-02,2,28,,,,,FALSE
CO-10527_20070709_NS01,CO-10527_20070709_NS01-03,3,28,,,,,FALSE
CO-10527_20070709_NS01,CO-10527_20070709_NS01-04,4,28,,,,,FALSE
CO-10527_20070709_NS01,CO-10527_20070709_NS01-05,5,28,,,,,FALSE
CO-10527_20070709_NS01,CO-10527_20070709_NS01-06,6,28,,,,,FALSE
CO-10527_20070709_NS01,CO-10527_20070709_NS01-07,7,28,,,,,FALSE
CO-10527_20070709_NS01,CO-10527_20070709_NS01-08,8,28,,,,,FALSE
CO-10527_20070709_NS01,CO-10527_20070709_NS01-09,9,28,,,,,FALSE
CO-10527_20070709_NS02,CO-10527_20070709_NS02-01,1,,1.299999952,18,,,FALSE
CO-10527_20070709_NS02,CO-10527_20070709_NS02-02,2,,1.299999952,15,,,FALSE
CO-10527_20070709_NS02,CO-10527_20070709_NS02-03,3,,1.5,15,,,FALSE
CO-10609_20090715_NS01,CO-10609_20090715_NS01-01,1,23,,,,,FALSE
CO-10609_20090715_NS01,CO-10609_20090715_NS01-02,2,23,,,,,FALSE
CO-10609_20090715_NS01,CO-10609_20090715_NS01-03,3,23,,,,,FALSE
CO-10609_20090715_NS01,CO-10609_20090715_NS01-04,4,23,,,,,FALSE
CO-10609_20090715_NS01,CO-10609_20090715_NS01-05,5,23,,,,,FALSE
CO-10609_20090715_NS01,CO-10609_20090715_NS01-06,6,23,,,,,FALSE
CO-10609_20090715_NS01,CO-10609_20090715_NS01-07,7,23,,,,,FALSE
CO-10609_20090715_NS01,CO-10609_20090715_NS01-08,8,23,,,,,FALSE
CO-10609_20090715_NS01,CO-10609_20090715_NS01-09,9,23,,,,,FALSE
CO-10609_20090715_NS01,CO-10609_20090715_NS01-10,10,23,,,,,FALSE
CO-10609_20090715_NS02,CO-10609_20090715_NS02-01,1,23,4,18,,,FALSE
CO-10609_20090715_NS02,CO-10609_20090715_NS02-02,2,23,4,21,,,FALSE
CO-10744_20070530_NS01,CO-10744_20070530_NS01-01,1,23,,,,,FALSE
CO-10744_20070530_NS01,CO-10744_20070530_NS01-02,2,23,,,,,FALSE
CO-10744_20070530_NS01,CO-10744_20070530_NS01-03,3,23,,,,,FALSE
CO-10744_20070530_NS01,CO-10744_20070530_NS01-04,4,23,,,,,FALSE
CO-10744_20070530_NS01,CO-10744_20070530_NS01-05,5,23,,,,,FALSE
CO-10744_20070530_NS01,CO-10744_20070530_NS01-06,6,23,,,,,FALSE
CO-10744_20070530_NS01,CO-10744_20070530_NS01-07,7,23,,,,,FALSE
CO-10744_20070530_NS01,CO-10744_20070530_NS01-08,8,23,,,,,FALSE
CO-10744_20070530_NS01,CO-10744_20070530_NS01-09,9,23,,,,,FALSE
CO-10744_20070530_NS02,CO-10744_20070530_NS02-01,1,23,4.900000095,32.79999924,,,FALSE
CO-10744_20070530_NS02,CO-10744_20070530_NS02-02,2,23,4.099999905,26.25,,,FALSE
CO-10744_20070530_NS02,CO-10744_20070530_NS02-03,3,23,4.900000095,32.79999924,,,FALSE
CO-10744_20090623_NS01,CO-10744_20090623_NS01-01,1,,,,,,FALSE
CO-10744_20090623_NS01,CO-10744_20090623_NS01-02,2,,,,,,FALSE
CO-10744_20090623_NS01,CO-10744_20090623_NS01-03,3,,,,,,FALSE
CO-10744_20090623_NS01,CO-10744_20090623_NS01-04,4,,,,,,FALSE
CO-10744_20090623_NS01,CO-10744_20090623_NS01-05,5,,,,,,FALSE
CO-10744_20090623_NS01,CO-10744_20090623_NS01-06,6,,,,,,FALSE
CO-10744_20090623_NS01,CO-10744_20090623_NS01-07,7,,,,,,FALSE
CO-10744_20090623_NS01,CO-10744_20090623_NS01-08,8,,,,,,FALSE
CO-10744_20090623_NS02,CO-10744_20090623_NS02-01,1,,,,,,FALSE
CO-10744_20090623_NS02,CO-10744_20090623_NS02-02,2,,1.5,18,,,FALSE
CO-10744_20090623_NS02,CO-10744_20090623_NS02-03,3,,3,24,,,FALSE
CO-10744_20110610_NS01,CO-10744_20110610_NS01-01,1,27,,,,,FALSE
CO-10744_20110610_NS01,CO-10744_20110610_NS01-02,2,27,,,,,FALSE
CO-10744_20110610_NS01,CO-10744_20110610_NS01-03,3,27,,,,,FALSE
CO-10744_20110610_NS01,CO-10744_20110610_NS01-04,4,27,,,,,FALSE
CO-10744_20110610_NS01,CO-10744_20110610_NS01-05,5,27,,,,,FALSE
CO-10744_20110610_NS01,CO-10744_20110610_NS01-06,6,27,,,,,FALSE
CO-10744_20110610_NS01,CO-10744_20110610_NS01-07,7,27,,,,,FALSE
CO-10744_20110610_NS01,CO-10744_20110610_NS01-08,8,27,,,,,FALSE
CO-10744_20110610_NS01,CO-10744_20110610_NS01-09,9,,,,,,FALSE
CO-10744_20110713_NS02,CO-10744_20110713_NS02-01,1,"21, 27",1,8,,,FALSE
CO-10744_20110713_NS02,CO-10744_20110713_NS02-02,2,"21, 27",1,8,,,FALSE
CO-10905_20070717_NS01,CO-10905_20070717_NS01-01,1,28,,,,,FALSE
CO-10905_20070717_NS01,CO-10905_20070717_NS01-02,2,28,,,,,FALSE
CO-10905_20070717_NS01,CO-10905_20070717_NS01-03,3,28,,,,,FALSE
CO-10905_20070717_NS01,CO-10905_20070717_NS01-04,4,28,,,,,FALSE
CO-10905_20070717_NS01,CO-10905_20070717_NS01-05,5,28,,,,,FALSE
CO-10905_20070717_NS02,CO-10905_20070717_NS02-01,1,,1.5,18,,,FALSE
CO-10963_20070620_NS01,CO-10963_20070620_NS01-01,1,22,,,,,FALSE
CO-10963_20070620_NS01,CO-10963_20070620_NS01-02,2,22,,,,,FALSE
CO-10963_20070620_NS01,CO-10963_20070620_NS01-03,3,22,,,,,FALSE
CO-10963_20070620_NS01,CO-10963_20070620_NS01-04,4,22,,,,,FALSE
CO-10963_20070620_NS01,CO-10963_20070620_NS01-05,5,22,,,,,FALSE
CO-10963_20070620_NS01,CO-10963_20070620_NS01-06,6,22,,,,,FALSE
CO-10963_20070620_NS01,CO-10963_20070620_NS01-07,7,22,,,,,FALSE
CO-10963_20070620_NS01,CO-10963_20070620_NS01-08,8,22,,,,,FALSE
CO-10963_20070620_NS01,CO-10963_20070620_NS01-09,9,22,,,,,FALSE
