AssmtCode,PondArea (m),Perimeter (m),MaxDepth (m),TrophicState,ShoreVeg_Pct,Juncus_Pct,Typha_Pct,Bullrush_Pct,Other_Pct,LandUsage,OpenWater_Pct,CanopyCov_Pct,Tree Measure,Length,Width,WetlandNotes,Tree Method,M or F,Dry
Ca-SF79_20140611,,71,1,Mesotrophic,100,100,0,,0,Grazing,40,0,5,,,,,,N
Ca-SF79_20140804,280.8999939,57,0.400000006,Mesotrophic,90,100,0,,0,Grazing,60,0,40,,,,,,N
Ca-SF79_20150618,230.3999939,80,1,Mesotrophic,100,100,0,,0,Refuge,60,0,15,,,,,,N
Ca-SF79_20150820,355.0400085,58,0.5,Mesotrophic,10,100,0,,0,Grazing;Refuge,40,0,25,,,,,,N
Ca-SF79_20170726,260.7999878,93,0.5,Mesotrophic,100,100,0,,0,Grazing,10,0,3,,,,,,N
CA-SF85_20130517,248.9810944,59,0.25,Mesotrophic,0,,,,,graze,35,0,16,20,20,,Num of Trees within 50 ft,m,
ca-SF85_20130723,,,,,,,,,,graze,,,7,,,POND DRU,Num of Trees within 50 ft,,
CA-SF85_20150618,262.8999939,67,0.300000012,Mesotrophic,10,100,0,,0,Grazing,95,1,10,,,,,,N
CA-SF85_20150810,0,0,0,Mesotrophic,0,,,,,Grazing,0,0,13,,,,,,Y
CA-SF85_20170725,236,92,0.5,Mesotrophic,0,,,,,Grazing,98,0,5,,,,,,N
ca-SF85a_20130618,141.6000061,39,1,dystrophic,0,0,0,0,0,graze,100,0,12,20,20,,Num of Trees within 50 ft,m,
CA-SF85a_20130724,,,,,,,,,,rec/graze,,,4,,,POND IS DRY,Num of Trees within 50 ft,,Y
CA-SHROM_20100614,1092,503,1,,90,30,,,,graze,70,30,12,100,75,,Num of Trees in 100 m radius,ft,
CA-SHROM_20100726,279.7000122,,1,,0,0,0,0,0,graze/refuge,100,0,25,,,perimeter: 223 ft,Num of Trees in 100 m radius,m,
CA-SONOM_20150513,,,,,,,,,,,,,,,,,,,
CA-SONOM_20150610,,,,,,,,,,,,,,,,,,,
CA-SONOM_20150804,,,,,,,,,,,,,,,,,,,
Ca-Step_20130610,712.7000122,112,,mesotrophic,25,100,,,,graze,100,0,0,15,5,,Num of Trees within 50 ft,,
Ca-Step_20130805,515.2000122,91,1.5,eutrophic,0,0,0,0,0,graze,100,0,0,,,,,,
Ca-Step_20140616,,84,1.25,Mesotrophic,0,,,,,Grazing,100,0,0,,,,,,N
Ca-Step_20140729,174.3000031,53,0.75,Mesotrophic,0,,,,,Grazing,100,0,2,,,,,,N
Castle1_20100708,112.9000015,56.38800049,1.5,mesotrophic,100,0,0,0,100,recr,85,20,0,10,5,,Num of Trees within 50 ft,m,
Castle3_20100727,2278.800049,370.1491089,2,mesotrophic,95,100,0,,0,refuge,90,0,0,70,60,,Num of Trees within 50 ft,m,
Castle4_20100727,1631.599976,193.1212769,2.5,mesotrophic,100,10,70,,20,refuge,70,50,29,70,40,,Num of Trees within 50 ft,m,
CA-TASS_20170627,,,,,,,,,,,,,,,,,,,
CA-TORO_20170627,,,,,,,,,,,,,,,,,,,
CA-VALEN_20100618,9000,,,,100,0,5,,95,urban,40,70,100,300,30,Pond area is an estimate,Num of Trees within 50 ft,m,
CDOW_20090625,482,,,mesotrophic,30,0,100,,,refuge,90,0,50,80,10,,Num of Trees in 100 m radius,m,
CDOW1_20090625,1923,,2,mesotrophic,8,30,10,,,refuge,50,,23,,,,Num of Trees in 100 m radius,,
CDOW2_20090626,3324,,1,mesotrophic,70,25,0,,,refuge,30,,0,30,,,Num of Trees in 100 m radius,m,
CDOW3_20090626,64000,,,mesotrophic,80,20,80,,,refuge,80,,6,100,45,,Num of Trees in 100 m radius,m,
CDOW4_20090626,2232,,,mesotrophic,40,20,20,,,refuge,70,,100,50,20,,Num of Trees in 100 m radius,m,
CDOW5_20090626,2026,,1.5,mesotrophic,100,100,0,,,refuge,50,2,7100,,,,Num of Trees in 100 m radius,,
CE03_20090602,252.6999969,105,1,mesotrophic,20,100,0,0,0,recr,95,0,9,25,10,"semipermanent, artificial",Num of Trees within 50 ft,m,
CE03_20090717,281.2999878,80,0.5,,5,100,0,0,0,,100,0,12,25,10,"semi, artificial",Num of Trees within 50 ft,m,
CHDVL_20100618,157.5,49,0.200000003,eutrophic,5,0,100,0,0,recr/graze,95,0,5,20,8,,Num of Trees within 50 ft,m,
CLEARPD_20150618,,,,,100,,,,,,100,,100,,,,,,N
CO-10317_20070711,9293,,,mesotrophic,,,,,,recr/graze,50,0,50,,,,Distance to Treeline (m),,
CO-10527_20070709,1845,,15,mesotrophic,60,10,50,,,ag/graze,55,0,3,12,10,,Num trees within 50 m,m,
CO-10573_20070604,,,1,,,,,,,,5,,58,10,10,,Num of Trees in 100 m radius,m,
CO-10609_20090715,,,2,mesotrophic,0,0,0,,,grassland,100,,5,60,50,,Num of Trees in 100 m radius,m,
CO-10744_20070530,,,,mesotrophic,35,,,,,recr,80,3,,,,"open space heavy use by dog. ""#trees 73m w/in 50m"". ~100.",,,
CO-10744_20090623,245,,1,mesotrophic,60,0,60,,,refuge,80,,100,10,10,,Num of Trees in 100 m radius,m,
CO-10744_20110610,,,1,mesotrophic,60,,100,,,,100,0,30,10,10,Ring around the pond-- important? Close to residential area- people hiking,Num of Trees within 50 ft,m,
CO-10744_20110713,,,0.5,mesotrophic,50,0,100,,,recr/graze,,4,22,6,5,"Dog activity, nest to hiking trail.",Num of Trees within 50 ft,m,
CO-10905_20070717,493,,0.5,mesotrophic,50,,,,,Moiuntain Pond,,0,200,15,8,,Num trees within 50 m,m,
CO-10963_20070620,,,,eutrophic,,,,,,ag,90,0,4,,,land usage is ag and graze. Anoxic stench at pond. Mean diameter: 25m,Distance to Treeline (m),,
CO-11016_20070620,,,2,eutrophic,,,,,,ag,90,,,,,19 trees in 50m radius. Algae mats around the edges.  .3732 ha.,,m,
CO-11016_20080516,2743,,,mesotrophic,0,,,,,ag,100,,7,,,,Num of Trees in 100 m radius,,
CO-11016_20080604,,,,,0,,,,,ag,100,,6,15,40,,Num of Trees in 100 m radius,m,
CO-11016_20080702,,,2,eutrophic,80,20,0,,,ag,80,,28,,,,Num of Trees in 100 m radius,,
CO-11016_20080723,,,,mesotrophic,100,100,,,,ag,100,,20,,,,Num of Trees in 100 m radius,,
CO-11016_20080812,,,,eutrophic,100,60,0,,40,graze,,,7,,,,Num of Trees in 100 m radius,,
CO-11300_20080606,1500,,2,mesotrophic,5,0,5,,,suburb,99,,65,20,,,Num of Trees in 100 m radius,m,
CO-11300_20090527,1479,,,mesotrophic,20,100,0,,,ag,98,,37,45,23,,Num of Trees in 100 m radius,m,
CO-11340_20070619,,,1,mesotrophic,,30,45,,,ag,10,,50,15,27,"refuge, A=.3544 Ha",Distance to Treeline (m),m,
CO-11349_20070614,,,2,eutrophic,70,50,20,,,graze,85,3,,30,15,3 trees within 50m radius. Source of H20. lots of cow activity. Max depth >2m.,,m,
CO-11349_20080516,,,,mesotrophic,5,50,50,,,ag,90,,4,,,,Num of Trees in 100 m radius,,
CO-11349_20080604,,,,mesotrophic,50,50,50,,,ag,90,0,4,80,230,,Num of Trees in 100 m radius,m,
CO-11349_20080702,,,,mesotrophic,30,8,25,,,,90,,3,,,,Num of Trees in 100 m radius,,
CO-11349_20080723,,,,mesotrophic,50,50,50,,,,,,,,,,,,
CO-11349_20080812,,,2,mesotrophic,25,0,25,,,graze,90,,5,45,20,,Num of Trees in 100 m radius,m,
CO-11441_20070619,,,2,mesotrophic,90,0,90,,,,85,1,,43,32,6 trees within 50m,,m,
CO-11441_20090611,7852,,2,mesotrophic,95,0,95,,,ag,80,,3,100,60,,Num of Trees in 100 m radius,m,
CO-11456_20070619,,,1,eutrophic,12,2,10,,,ag,92,1,,23,28,20 trees within 50m radius. Located near large horse corrals.,,m,
CO-11564_20070712,500,,0.300000012,mesotrophic,100,,,,,forest,90,0,250,15,13,,Num of Trees within 50 m,m,
CO-11610_20080606,983,,,mesotrophic,,,,,,,,,,,,,,,
CO-11667_20080606,3684,,,eutrophic,,,,,,graze,,,57,30,,,Num of Trees in 100 m radius,m,
CO-11767_20070706,210,,,mesotrophic,,30,1,,,ag,100,15,36,30,12,,Num trees within 50 m,m,
CO-11767_20090606,2045,,2,mesotrophic,2,1,1,,,ag,95,,30,70,20,,Num of Trees in 100 m radius,m,
CO-11807_20070716,3851,,0.5,mesotrophic,97,,,,,Mountain Pond,98,,350,70,24,,Num trees within 50 m,,
CO-11843_20090608,4688,,,mesotrophic,60,10,50,,,ag,90,,9,25,50,,Num of Trees in 100 m radius,m,
CO-11843_20090728,4639,,2,mesotrophic,60,5,50,,,ag,80,,14,,,,Num of Trees in 100 m radius,m,
CO-11871_20070709,,,,mesotrophic,,,,,,Open space,90,8,75,60,20,,Num trees within 50 m,m,
CO-12004_20070713,4163,,,mesotrophic,10,100,,,,Mountain pond,100,10,250,44,38,,Num of Trees within 50 m,,
CO-12229_20070706,5604,,,mesotrophic,100,,,,100,ag,70,,22,,,mean diameter= 80 m,Distance to Treeline (m),,
CO-12370_20070710,666,,1,oligotrophic,100,15,,,85,,50,15,200,15,10,Natural meadow pond.,Num trees within 50 m,m,
CO-12383_20070615,,,,mesotrophic,95,,,,,recr,100,20,25,30,25,Tree method: trees within 50 meters,Num of Trees within 50 m,m,
CO-12392_20080616,1168,,,mesotrophic,,0,20,,,,98,,20,50,,,Num of Trees in 100 m radius,m,
CO-12466_20070710,,,0.600000024,,84,,4,,80,recr,95,10,130,8,15,other veg= sedge,Num of Trees within 50 m,m,
CO-12579_20070530,,,1.5,eutrophic,95,,,,,ag,30,5,,35,,"land usage ag and graze. ""35 trees >3m w/in 50 m""",,m,
CO-12579_20070625,,,,,,,100,,,graze,,,,,,Area= 0.3643 ha,,,
CO-12579_20110613,2890,246,1,eutrophic,100,5,95,,,graze,3,2,7,25,20,Not enough room to seine. Pond 95% covered in typha and water levels low.,Num of Trees within 50 ft,m,
CO-12593_20070530,,,2,mesotrophic,8,,,,,recr,,4,100,15,,open space hiking trail area with lots of dog access. Num of trees is really 50m,Num of Trees in 100 m radius,m,
CO-12593_20090520,544,,0.699999988,mesotrophic,20,20,0,,,recr,95,,200,20,15,,Num of Trees in 100 m radius,m,
CO-12617_20070530,,,,mesotrophic,35,,35,,,recr,70,,,12,,"***""100 trees within 50 m radius.""",,m,
CO-12617_20080514,86,,,mesotrophic,60,,,,,grass,70,,100,,,,Num of Trees in 100 m radius,,
CO-12617_20080603,107,,0.899999976,mesotrophic,70,5,70,,,recr,70,0,150,10,10,,Num of Trees in 100 m radius,m,
CO-12617_20080630,,,,mesotrophic,70,,100,,,recr,8,,200,10,10,,Num of Trees in 100 m radius,m,
CO-12617_20080721,,,,,100,75,,,,refuge,,,100,,,,Num of Trees in 100 m radius,,
CO-12617_20110610,233,55,1,eutrophic,80,,100,,,recr,90,,2,10,10,,Num of Trees within 50 ft,m,
CO-12617_20110713,,,1,mesotrophic,85,5,95,,,recr,95,2,25,8,10,no obvious sources of disturbance except dogs. AMTI larva and PSTR tadpoles pres,Num of Trees within 50 ft,m,
CO-12970_20070711,1842,,,mesotrophic,100,,,,100,refuge,80,0,250,20,10,,Distance to Treeline (m),m,
CO-13530_20070717,4419,,0.600000024,mesotrophic,,40,24,,,Mountain Pond,96,0,15,25,18,,Num trees within 50 m,m,
CO-15265_20070626,2509,,1.5,eutrophic,95,,,,,ag,70,10,24,30,10,,Num trees within 50 m,m,
CO-16277_20070626,,,,mesotrophic,95,5,90,,,ag,85,15,,15,15,"60 trees within 50m. in front of farm house, horse fields adjacent. 0.1890 ha.",,m,
CO-17094_20070626,,,,mesotrophic,58,3,55,,,ag,90,5,,23,50,54  trees within 50 m,,m,
CO-2029_20070730,359,,,mesotrophic,90,,,,,Forest,90,5,80,20,10,,Distance to Treeline (m),m,
CO-20781_20080715,3248,,,mesotrophic,100,100,0,,,refuge,60,,100,25,25,,Num of Trees in 100 m radius,m,
CO-2175_20090716,4760,,,eutrophic,60,15,10,,,,71,,,,,,Num of Trees in 100 m radius,,
CO-2205_20070727,1371,,,mesotrophic,100,,,,100,Mountain Pond,70,80,200,17,8,,Num trees within 50 m,m,
CO-2329_20070727,8000,,,mesotrophic,,8,,,50,refuge,95,0,150,34,28,,Num trees within 50 m,m,
CO-2387_20070802,1191,,,mesotrophic,100,,,,,Mountain pond,60,,150,12,16,,Num trees within 50 m,m,
CO-3PIG_20090721,2844,,2,mesotrophic,,0,0,,,ag,,0,2,30,80,,Num of Trees in 100 m radius,m,
CO-5356_20070618,,,0.600000024,mesotrophic,10,10,0,,,other,95,1,,30,40,Really 2 wetlands- we chose southern one. Usage: USFS nearby cleanup,,m,
CO-5356_20070815,7000,,,mesotrophic,100,10,90,,,urban,98,0,3,32,29,,Num trees within 50 m,m,
CO-6132_20080612,5634,,,eutrophic,99,0,100,,,suburb,,,20,35,,,Num of Trees in 100 m radius,m,
CO-6132_20090521,,,,mesotrophic,100,0,100,,,suburb,85,,24,50,60,,Num of Trees in 100 m radius,m,
CO-6141_20090716,12769,,2,mesotrophic,100,10,90,,,suburb,50,,16,70,70,,Num of Trees in 100 m radius,m,
CO-6627_20090716,15203,,3,mesotrophic,80,0,80,,,suburb,40,,39,100,90,,Num of Trees in 100 m radius,m,
CO-6634_20090716,7644,,2,,60,0,60,,,,90,20,50,50,70,,Num of Trees in 100 m radius,m,
CO-6758_20070611,1350,,3,eutrophic,,,,,,,95,10,115,45,30,2 water circulators. Farm  canal nearby.,Distance to Treeline (m),m,
CO-6758_20090526,4769,,,mesotrophic,0,,0,,,suburb,,,100,50,80,,Num of Trees in 100 m radius,m,
CO-6782_20070611,,,1,eutrophic,80,,,,,suburb,75,10,118,18,37,,Num trees within 50 m,m,
CO-6790_20070628,2817,,2,mesotrophic,15,,15,,,urban,,5,35,35,20,Land Use= urban and recreational,Num trees within 50 m,m,
CO-6790_20090604,2681,,1,mesotrophic,5,0,5,,,suburb,98,,35,50,25,,Num of Trees in 100 m radius,m,
CO-6819_20070628,,,,mesotrophic,70,,70,,,,85,8,95,15,50,Max depth= >2 + m-3?,Num trees within 50 m,m,
CO-6868_20070628,4446,,1,,70,0,70,,,suburb,85,,130,45,45,,Num of Trees within 50 m,m,
CO-7012_20070618,,,2,mesotrophic,17,7,10,,,refuge,95,5,,15,24,"""28 trees""",,,
CO-8434_20070706,8707,,,mesotrophic,98,,100,,,ag,60,,15,29,18,,Num trees within 50 m,m,
CO-9151_20070621,,,,mesotrophic,95,95,0,,,,90,0,6,60,,0.2794 ha.,Distance to Treeline (m),,
CO-9211_20070709,2433,,2,,,5,8,,,Grassland,95,,6,10,9,,Num trees within 50 m,m,
CO-9211_20090519,,,1,eutrophic,30,0,100,,,,97,,0,15,20,,Num of Trees in 100 m radius,m,
CO-9214_20070611,1505,,0.699999988,eutrophic,40,,,,,suburb,95,25,45,12,25,,Num trees within 50 m,m,
CO-9257_20070611,,,2,mesotrophic,70,,,,,refuge,95,40,,45,30,refuge surrounded by suburbia. 50 trees within 50m,,m,
CO-9257_20090604,,,2,mesotrophic,25,15,10,,,suburb,,,40,50,50,,Num of Trees in 100 m radius,m,
CO-9260_20070611,,,2,mesotrophic,100,,,,,refuge,95,,,60,30,60 trees within 50m,,m,
CO-9260_20090604,,,,mesotrophic,70,0,100,,,suburb,97,5,50,100,55,,Num of Trees in 100 m radius,m,
CO-9655_20090615,3889,,2,eutrophic,,0,10,,,suburb,100,1,45,20,50,,Num of Trees in 100 m radius,m,
CO-9655_20090729,3001,,,mesotrophic,0,0,0,,,suburb,100,,39,75,30,,Num of Trees in 100 m radius,m,
CO-9960_20070621,,,,mesotrophic,95,,,,,refuge,85,0,11,,,"mean diameter= 15m*12m. Wetland artificial, berms.",Distance to Treeline (m),,
CO-9960_20110620,1423,112,41.09999847,mesotrophic,95,100,0,,,other,90,0,8,15,40,energy plant,Num of Trees within 50 ft,m,
CO-9960_20110729,,,5,mesotrophic,100,100,,,,wind farm,100,0,3,50,40,size of pond much larger than last time we were here.,Num of Trees within 50 ft,m,
CO-ACRES_20090722,,,2.5,mesotrophic,60,80,0,,,ag,60,,75,35,,,Num of Trees in 100 m radius,m,
CO-Angry_20070620,,,1.5,eutrophic,100,,,,,graze,90,5,26,,,diameter= 18m,Distance to Treeline (m),m,
CO-BABY_20070801,726,,,mesotrophic,0,,,,,,100,20,17,17,17,,Num trees within 50 m,m,
CO-BAKU_20090606,1168,,2,mesotrophic,0,0,0,,,ag,60,30,2,30,25,,Num of Trees in 100 m radius,m,
CO-BAKU_20090728,1050,,,mesotrophic,0,0,0,,,ag,70,,20,35,20,,Num of Trees in 100 m radius,m,
CO-BAMA_20090707,110,,,mesotrophic,70,100,0,,,refuge,50,,100,,,,Num of Trees in 100 m radius,,
CO-BEEF_20080618,25294,,,mesotrophic,,,100,,,refuge,96,,40,50,180,,Num of Trees in 100 m radius,m,
CO-BENCH_20080703,796,,2,mesotrophic,60,100,0,,,grassland,80,,200,15,12,,Num of Trees in 100 m radius,m,
CO-BICA_20070726,5502,,,mesotrophic,,,,,,recr,100,1,200,50,25,,Num trees within 50 m,,
CO-BUCK_20090709,2974,,1.5,mesotrophic,80,0,60,,,,30,10,100,25,,,Num of Trees in 100 m radius,m,
CO-BULL_20080710,19600,,,mesotrophic,100,100,0,,,refuge,45,,150,100,130,,Num of Trees in 100 m radius,m,
CO-BURG_20080606,1393,,2,mesotrophic,0,0,0,,,graze,100,,50,40,150,,Num of Trees in 100 m radius,m,
CO-CAMEX_20080609,6975,,,eutrophic,0,0,0,,,grassland,75,,300,350,250,,Num of Trees in 100 m radius,ft,
CO-CHUBO_20090713,9517,,,mesotrophic,,100,0,,,grassland,75,0,100,50,50,,Num of Trees in 100 m radius,m,
CO-CLAY_20090713,12000,,2,mesotrophic,,,,,,refuge,98,,200,500,500,,Num of Trees in 100 m radius,m,
CO-COCK2_20090723,1491,,,mesotrophic,0,0,0,,,ag,99,,0,40,40,,Num of Trees in 100 m radius,m,
CO-COJU_20110624,160,40,1,oligotrophic,100,100,0,,,graze,30,0,0,15,15,,Num of Trees within 50 ft,m,
CO-COJU_20110718,523,,0.25,mesotrophic,80,0,0,,0,recr,20,0,0,,,,Num of Trees within 50 ft,,
CO-CowSh_20070627,243,,1,eutrophic,0,0,0,,,graze,100,,0,8,6,,Distance to Treeline (m),m,
CO-CRAIG_20070725,,,,,,,,,,,,,,,,,,,
CO-CRAIG_20080730,38000,,,mesotrophic,100,50,50,,,,100,,50,400,70,,Num of Trees in 100 m radius,m,
CO-CREE2_20080709,35000,,,oligotrophic,25,100,0,,,,99,,200,200,150,,Num of Trees in 100 m radius,m,
CO-CREE3_20080710,33400,,,mesotrophic,25,100,0,,,recr,99,,100,200,50,Historic site (contact=forest service),Num of Trees in 100 m radius,m,
CO-CREED_20080710,19578,,,mesotrophic,30,100,0,,,refuge,99,0,100,100,150,,Num of Trees in 100 m radius,m,
CO-CUBE_20110701,1071,274,5,mesotrophic,10,,,,100,suburb,,,7,40,30,"adjacent to CostCO, hwy, tractor equipment.",Num of Trees within 50 ft,m,
CO-CUBE_20110811,1027,117,2,eutrophic,100,,,,,urban,,,1,30,40,,Num of Trees within 50 ft,m,
CO-CUE1_20110622,1145.699951,157,2,mesotrophic,30,10,50,,40,urban,100,1,4,30,5,,Num of Trees within 50 ft,m,
CO-CUE1_20110818,1150,160,1.299999952,mesotrophic,100,76,3,,,recr,100,3,4,10,70,,Num of Trees within 50 ft,m,
CO-CUE2_20110622,4755,303,,eutrophic,90,10,40,,50,suburb,98,2,12,60,80,,Num of Trees within 50 ft,m,
CO-CUE2_20110818,4750,300,1.5,28,90,10,30,,60,refuge,90,5,40,100,80,,Num of Trees within 50 ft,m,
CO-Dee_20110624,657,102,1.5,mesotrophic,3,0,0,,,recr,100,0,0,30,50,,Num of Trees within 50 ft,m,
CO-Dee_20110722,729,,2,mesotrophic,3,100,0,,,recr,100,0,0,20,10,,Num of Trees within 50 ft,m,
CO-DEER_20080616,133000,,,mesotrophic,100,10,5,,,graze,97,,120,,600,,Num of Trees in 100 m radius,m,
CO-DEER_20090616,,,2,mesotrophic,,10,1,,,refuge,98,1,100,300,200,,Num of Trees in 100 m radius,m,
Co-DETEN_20090521,6868,,2,mesotrophic,70,0,70,,,suburb,99,,32,50,50,,Num of Trees in 100 m radius,m,
CO-DETEN_20090810,,,,mesotrophic,,0,70,,,suburb,98,2,10,70,60,,Num of Trees in 100 m radius,m,
CO-DIORM_20080729,1236,,,mesotrophic,100,100,,,,forest,0,,300,20,40,,Num of Trees within 50 ft,m,N
CO-DIXON_20080617,209000,,,mesotrophic,,5,0,,,recr,99,,200,380,300,,Num of Trees in 100 m radius,m,
CO-DIXON_20090617,,,,mesotrophic,,5,0,,,recr,98,,100,400,200,,Num of Trees in 100 m radius,m,
CO-DONDO_20080718,206,3437,,mesotrophic,100,15,10,,,forest,98,,200,,,,Num of Trees in 100 m radius,,
CO-DOTS_20080724,3526,,2,mesotrophic,100,0,0,,,graze,98,,100,30,50,,Num of Trees in 100 m radius,m,
CO-DUCK_20080707,3000,,,mesotrophic,20,,100,,,recr,90,,50,25,75,,Num of Trees in 100 m radius,m,
CO-Dum_20110624,652.2999878,,2,mesotrophic,0,1,,,,ag,100,,0,20,10,,Num of Trees within 50 ft,m,
CO-Dum_20110818,650,,2,mesotrophic,20,10,0,,90,other,100,0,0,20,20,,Num of Trees within 50 ft,,
CO-EERIE_20080613,71433,,,mesotrophic,,25,0,,,ag,100,,20,40,120,,Num of Trees in 100 m radius,m,
CO-ELK_20080716,1263,,,oligotrophic,100,100,,,,forest,100,,300,40,40,,Num of Trees in 100 m radius,m,
CO-FFRC_20110627,1967,204,1.299999952,mesotrophic,95,40,40,,20,suburb,100,0,0,50,25,,Num of Trees within 50 ft,m,
co-FFRC_20110817,1967,204,1,mesotrophic,100,25,50,25,0,suburb,98,0,0,50,20,,Num of Trees within 50 ft,m,
CO-FORLE_20080613,1746,,,mesotrophic,,0,80,,,suburb,50,,21,20,20,,Num of Trees in 100 m radius,m,
CO-FREE_20080724,1418,,2,mesotrophic,100,0,0,,100,private,,,100,20,40,,Num of Trees in 100 m radius,m,
CO-FRLO_20110708,7200,398,4,eutrophic,90,0,90,,0,suburb,100,3,7,60,20,,Num of Trees within 50 ft,m,
CO-FRLO_20110817,7200,400,1,mesotrophic,98,0,80,5,15,suburb,90,2,3,100,20,,Num of Trees within 50 ft,m,
CO-FUNT_20090611,2661,,,,100,40,60,,,refuge,95,,38,45,20,,Num of Trees in 100 m radius,m,
CO-FUZZ_20110701,2488,355,6,mesotrophic,100,,50,,,other,100,3,20,25,15,,Num of Trees within 50 ft,m,
CO-FUZZ_20110811,,,,mesotrophic,80,,100,,,suburb,90,15,50,40,30,,Num of Trees within 50 ft,m,
CO-GAZEC_20110608,2169,227,4,eutrophic,100,10,70,,20,suburb,93,0,7,50,40,"dead physids, lymnaea, gyraulus, RACA. Eutrophic. Lots of RACA, swabbed 1.",Num of Trees within 50 ft,m,
CO-GBH2_20110617,6938,315,3.5,oligotrophic,85,0,0,,,,75,5,25,50,70,,Num of Trees within 50 ft,m,
CO-GBH2_20110818,6940,320,5,mesotrophic,50,100,0,,0,recr,100,6,20,100,10,,Num of Trees within 50 ft,m,
CO-GOAT_20080609,1191,,,mesotrophic,50,15,5,,,rural,75,,40,45,35,,Num of Trees in 100 m radius,ft,
CO-GOGR_20110712,11316,513,2,mesotrophic,5,20,80,,,recr,100,0,15,130,12,Golf course!,Num of Trees within 50 ft,m,
CO-GOGR_20110802,11658,475,2.5,mesotrophic,40,10,20,,,golf course,100,0,7,100,45,,Num of Trees within 50 ft,m,
CO-GOLDE_20110607,3180,227,1.200000048,mesotrophic,80,30,70,,,urban,100,2,34,20,40,"No water quality, scouting trip. Lots of garbage present, prairie dog activity.",Num of Trees within 50 ft,m,
CO-GOLDE_20110727,3473,311,1.5,mesotrophic,80,10,60,,,urban,100,2,15,60,45,,Num of Trees within 50 ft,m,
CO-GOLDR_20090608,,,,mesotrophic,,5,0,,,ag,100,10,69,30,20,,Num of Trees in 100 m radius,m,
CO-GOLF_20080612,,,,pond,100,95,0,,,suburb,,,3,25,,,Num of Trees in 100 m radius,m,
CO-GRAND_20080612,5466,,,mesotrophic,100,0,30,,,grass,9,,40,30,,,Num of Trees in 100 m radius,m,
CO-GRAVY_20090805,3619,,,mesotrophic,3,0,100,,,ag,93,,3,50,30,,Num of Trees in 100 m radius,m,
CO-GREEN_20110711,5875,355,1.200000048,mesotrophic,15,0,0,,100,suburb,100,3,20,60,15,,Num of Trees within 50 ft,m,
CO-GREEN_20110727,6164,398,30,mesotrophic,5,,,,100,urban,100,4,30,80,20,,Num of Trees within 50 ft,m,
CO-GRELE_20080610,42800,,,mesotrophic,85,50,10,,,refuge,,,50,30,30,,Num of Trees in 100 m radius,m,
CO-GUS_20090805,936,,2,mesotrophic,100,,10,,,ag,,,50,50,,,Num of Trees in 100 m radius,,
CO-HAY_20090805,1796,,2,mesotrophic,40,70,30,,,ag,80,,0,35,20,,Num of Trees in 100 m radius,m,
CO-hike_20080715,75000,,2,mesotrophic,100,0,0,,,refuge,98,,200,200,75,,Num of Trees in 100 m radius,m,
CO-HIOG_20090722,2391,,3,mesotrophic,15,5,1,,,ag,,,3,8,,,Num of Trees in 100 m radius,m,
CO-HOFLY_20090805,,,0.5,mesotrophic,80,0,100,,,ag,90,0,7,15,10,,Num of Trees in 100 m radius,m,
CO-HOLE_20110712,4226,292,2,mesotrophic,4,10,90,,,recr,98,1,8,0,15,,Num of Trees within 50 ft,m,
CO-HOLE_20110802,4834,294,3,mesotrophic,5,,100,,,golf course,100,10,10,90,20,,Num of Trees within 50 ft,m,
CO-ICOW_20090805,649,,0.5,oligotrophic,2,0,100,,,ag,5,5,6,,,,Num of Trees in 100 m radius,,
CO-ISLAN_20080606,10460,,2,mesotrophic,20,,12,,,graze,100,,50,500,300,,Num of Trees in 100 m radius,m,
CO-JAZZ_20110629,900,166,1.600000024,mesotrophic,80,100,0,,,recr,95,25,60,20,8,,Num of Trees within 50 ft,m,
CO-JAZZ_20110822,176,146,2.200000048,eutrophic,15,0,5,,,refuge,,20,30,50,5,,Num of Trees within 50 ft,m,
CO-LARE_20090723,7303,,1.5,mesotrophic,35,10,0,,,grassland,72,,20,20,,,Num of Trees in 100 m radius,m,
CO-LAVA_20080708,41200,,,oligotrophic,50,10,15,,,suburb,98,,75,100,,"Seine data noted to be collected, but not present",Num of Trees in 100 m radius,,
CO-LAVA_20090528,48572,,2,mesotrophic,30,40,60,,,suburb,95,1,100,180,85,,Num of Trees in 100 m radius,m,
CO-lawnc_20070801,1913,,1.299999952,mesotrophic,,,40,,30,,90,3,150,,,mean diameter= 20x16m,Num trees within 50 m,m,
CO-LBnch_20070801,306,,,mesotrophic,90,,,,,Mountain house,9,1,73,,,Mean diameter- 16m x 11m,Num trees within 50 m,,
CO-LODU_20070726,1556,,,mesotrophic,50,,,,,,100,9,125,16,16,No GPS coordinates provided,Num trees within 50 m,m,
CO-LOST_20080703,11400,,,mesotrophic,80,,2,,,refuge,99,,45,50,,,Num of Trees in 100 m radius,m,
CO-LPAD_20080717,4689,,2.5,mesotrophic,100,20,15,,,rural,90,,120,30,,,Num of Trees in 100 m radius,m,
CO-Lunch_20070614,,,,eutrophic,35,0,35,,,ag,85,1,,35,13,21 trees within 50m.,,,
CO-Lunch_20090528,616,,0.800000012,mesotrophic,25,0,100,,,ag,80,10,26,70,25,,Num of Trees in 100 m radius,m,
CO-LYNX_20080717,,,,mesotrophic,100,,,,100,refuge,100,0,300,60,100,,Num of Trees in 100 m radius,m,
